ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4072,3831,56,185
2,Andhra Pradesh,775470,730109,6382,38979
3,Arunachal Pradesh,13169,10071,30,3068
4,Assam,199749,170265,853,28631
5,Bihar,202290,190425,981,10884
6,Chandigarh,13532,12352,206,974
7,Chhattisgarh,155987,126869,1425,27693
8,Dadra and Nagar Haveli and Daman and Diu,3177,3109,2,66
9,Delhi,324459,295699,5946,22814
10,Goa,40091,35610,531,3950
11,Gujarat,157312,139012,3617,14683
12,Haryana,147933,135858,1634,10441
13,Himachal Pradesh,18522,15618,262,2642
14,Jammu and Kashmir,86754,76479,1366,8909
15,Jharkhand,95425,88058,824,6543
16,Karnataka,751390,628588,10356,112446
17,Kerala,325212,228998,1113,95101
18,Ladakh,5441,4461,65,915
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,157936,141273,2735,13928
21,Maharashtra,1576062,1344368,41502,190192
22,Manipur,14715,11245,109,3361
23,Meghalaya,8303,5735,75,2493
24,Mizoram,2245,2133,0,112
25,Nagaland,7604,6111,22,1471
26,Odisha,264149,241385,1104,21660
27,Puducherry,32766,27671,571,4524
28,Punjab,126737,116165,3980,6592
29,Rajasthan,169289,146185,1723,21381
30,Sikkim,3531,3177,59,295
31,Tamil Nadu,679191,627703,10529,40959
32,Telangana,220675,196636,1265,22774
33,Tripura,29327,26035,326,2966
34,Uttarakhand,57042,50521,829,5692
35,Uttar Pradesh,449935,408083,6589,35263
36,West Bengal,313188,274757,5931,32500
