ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,45,35,0,10
2,Andhra Pradesh,7961,3917,96,3948
3,Arunachal Pradesh,103,11,0,92
4,Assam,4904,3039,9,1856
5,Bihar,7181,5098,50,2033
6,Chandigarh,381,315,6,60
7,Chhattisgarh,2028,1331,10,687
8,Dadra and Nagar Haveli and Daman and Diu,62,14,0,48
9,Delhi,53116,23569,2035,27512
10,Goa,725,118,0,607
11,Gujarat,26141,18159,1618,6364
12,Haryana,9743,4889,144,4710
13,Himachal Pradesh,619,388,8,223
14,Jammu and Kashmir,5680,3194,75,2411
15,Jharkhand,1965,1332,11,622
16,Karnataka,8281,5210,124,2947
17,Kerala,2912,1511,21,1380
18,Ladakh,744,95,1,648
19,Madhya Pradesh,11582,8748,495,2339
20,Maharashtra,124331,62773,5893,55665
21,Manipur,681,218,0,463
22,Meghalaya,44,33,1,10
23,Mizoram,130,1,0,129
24,Nagaland,198,125,0,73
25,Odisha,4677,3297,11,1369
26,Puducherry,286,118,7,161
27,Punjab,3832,2636,92,1104
28,Rajasthan,14156,10997,333,2826
29,Sikkim,70,5,0,65
30,Tamil Nadu,54449,30271,666,23512
31,Telangana,6526,3353,198,2975
32,Tripura,1178,657,1,520
33,Uttarakhand,2177,1433,26,718
34,Uttar Pradesh,15785,9638,488,5659
35,West Bengal,13090,7303,529,5258
