ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4993,4908,62,23
2,Andhra Pradesh,887010,878387,7147,1476
3,Arunachal Pradesh,16819,16745,56,18
4,Assam,216992,213591,1078,2323
5,Bihar,258787,254991,1479,2317
6,Chandigarh,20718,20248,334,136
7,Chhattisgarh,296626,288066,3617,4943
8,Dadra and Nagar Haveli and Daman and Diu,3394,3386,2,6
9,Delhi,633924,621375,10808,1741
10,Goa,52920,51335,761,824
11,Gujarat,259097,250056,4376,4665
12,Haryana,267203,262682,3010,1511
13,Himachal Pradesh,57210,55801,973,436
14,Jammu and Kashmir,124019,120987,1929,1103
15,Jharkhand,118286,116402,1063,821
16,Karnataka,936051,916325,12197,7529
17,Kerala,890278,813550,3607,73121
18,Ladakh,9687,9493,129,65
19,Lakshadweep,59,0,0,59
20,Madhya Pradesh,253657,245697,3789,4171
21,Maharashtra,2009106,1912264,50785,46057
22,Manipur,28986,28416,369,201
23,Meghalaya,13732,13475,146,111
24,Mizoram,4351,4289,9,53
25,Nagaland,12076,11885,88,103
26,Odisha,334300,331144,1905,1251
27,Puducherry,38860,37927,645,288
28,Punjab,171930,164119,5555,2256
29,Rajasthan,316652,310747,2758,3147
30,Sikkim,6071,5811,133,127
31,Tamil Nadu,834740,817520,12316,4904
32,Telangana,293401,288577,1590,3234
33,Tripura,33345,32922,391,32
34,Uttarakhand,95640,92284,1631,1725
35,Uttar Pradesh,598713,583014,8617,7082
36,West Bengal,568103,551665,10115,6323
