ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5024,4955,62,7
2,Andhra Pradesh,890556,882462,7173,921
3,Arunachal Pradesh,16839,16780,56,3
4,Assam,217649,214930,1094,1625
5,Bihar,262728,260849,1545,334
6,Chandigarh,22238,21208,355,675
7,Chhattisgarh,314098,307522,3855,2721
8,Dadra and Nagar Haveli and Daman and Diu,3409,3402,2,5
9,Delhi,640815,628117,10919,1779
10,Goa,55361,53862,799,700
11,Gujarat,272811,265372,4414,3025
12,Haryana,272215,267261,3056,1898
13,Himachal Pradesh,59059,57473,997,589
14,Jammu and Kashmir,126932,124089,1961,882
15,Jharkhand,120217,118665,1091,461
16,Karnataka,954393,935421,12359,6613
17,Kerala,1075227,1027826,4287,43114
18,Ladakh,9830,9656,130,44
19,Lakshadweep,473,313,1,159
20,Madhya Pradesh,264214,256819,3868,3527
21,Maharashtra,2208586,2062031,52440,94115
22,Manipur,29288,28884,373,31
23,Meghalaya,13970,13810,148,12
24,Mizoram,4428,4409,10,9
25,Nagaland,12211,12105,91,15
26,Odisha,337674,334990,1917,767
27,Puducherry,39843,39000,670,173
28,Punjab,187348,174274,5910,7164
29,Rajasthan,321356,316864,2789,1703
30,Sikkim,6167,5988,135,44
31,Tamil Nadu,854554,838085,12517,3952
32,Telangana,299900,296373,1641,1886
33,Tripura,33424,33003,391,30
34,Uttarakhand,97363,95073,1694,596
35,Uttar Pradesh,604164,593704,8729,1731
36,West Bengal,576435,562945,10277,3213
