ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6255,5958,72,225
2,Andhra Pradesh,1228186,1037411,8446,182329
3,Arunachal Pradesh,19634,17717,59,1858
4,Assam,277687,242980,1531,33176
5,Bihar,553803,435574,3077,115152
6,Chandigarh,47552,38591,541,8420
7,Chhattisgarh,816489,675294,9950,131245
8,Dadra and Nagar Haveli and Daman and Diu,8502,6917,4,1581
9,Delhi,1273035,1164008,18398,90629
10,Goa,108267,77014,1501,29752
11,Gujarat,645972,490412,8035,147525
12,Haryana,573815,452836,5137,115842
13,Himachal Pradesh,118729,89236,1737,27756
14,Jammu and Kashmir,201511,157283,2562,41666
15,Jharkhand,270089,205977,3479,60633
16,Karnataka,1790104,1255797,17212,517095
17,Kerala,1786396,1389515,5628,391253
18,Ladakh,14909,13326,151,1432
19,Lakshadweep,3528,2374,8,1146
20,Madhya Pradesh,637406,542632,6160,88614
21,Maharashtra,4942736,4227940,73515,641281
22,Manipur,33733,30295,447,2991
23,Meghalaya,18630,16086,193,2351
24,Mizoram,7147,5351,17,1779
25,Nagaland,15271,12905,121,2245
26,Odisha,500162,423257,2121,74784
27,Puducherry,66627,53296,901,12430
28,Punjab,416350,339803,9979,66568
29,Rajasthan,702568,499376,5182,198010
30,Sikkim,9183,6769,158,2256
31,Tamil Nadu,1297500,1151058,14974,131468
32,Telangana,481640,405164,2625,73851
33,Tripura,36849,34153,404,2292
34,Uttarakhand,220351,154147,3293,62911
35,Uttar Pradesh,1425916,1151571,14501,259844
36,West Bengal,935066,800328,11964,122774
