ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,147,75,0,72
2,Andhra Pradesh,21197,9745,252,11200
3,Arunachal Pradesh,276,105,2,169
4,Assam,12522,8329,14,4179
5,Bihar,12570,9284,104,3182
6,Chandigarh,494,401,7,86
7,Chhattisgarh,3415,2751,14,650
8,Dadra and Nagar Haveli and Daman and Diu,405,183,0,222
9,Delhi,102831,74217,3165,25449
10,Goa,1903,1156,8,739
11,Gujarat,37550,26720,1977,8853
12,Haryana,17999,13645,279,4075
13,Himachal Pradesh,1083,790,11,282
14,Jammu and Kashmir,8931,5399,143,3389
15,Jharkhand,2996,2104,22,870
16,Karnataka,26815,11098,416,15301
17,Kerala,5894,3452,27,2415
18,Ladakh,1041,836,1,204
19,Madhya Pradesh,15627,11768,622,3237
20,Maharashtra,217121,118558,9250,89313
21,Manipur,1430,771,0,659
22,Meghalaya,80,43,1,36
23,Mizoram,197,133,0,64
24,Nagaland,625,243,0,382
25,Odisha,10097,6703,42,3352
26,Puducherry,930,434,14,482
27,Punjab,6749,4554,175,2020
28,Rajasthan,21404,16575,472,4357
29,Sikkim,125,70,0,55
30,Tamil Nadu,118594,71116,1636,45842
31,Telangana,27612,16287,313,11012
32,Tripura,1704,1248,1,455
33,Uttarakhand,3230,2621,43,566
34,Uttar Pradesh,29968,19627,827,9514
35,West Bengal,23837,15790,804,7243
