ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,2985,2309,41,635
2,Andhra Pradesh,382469,286720,3541,92208
3,Arunachal Pradesh,3555,2563,5,987
4,Assam,96771,76962,274,19535
5,Bihar,126714,106361,530,19823
6,Chandigarh,3376,1796,41,1539
7,Chhattisgarh,24550,14145,231,10174
8,Dadra and Nagar Haveli and Daman and Diu,2228,1862,2,364
9,Delhi,165764,148897,4347,12520
10,Goa,15027,11511,165,3351
11,Gujarat,89994,72282,2945,14767
12,Haryana,58005,47613,634,9758
13,Himachal Pradesh,5321,3810,32,1479
14,Jammu and Kashmir,34480,26193,657,7630
15,Jharkhand,33046,22349,362,10335
16,Karnataka,300406,211688,5091,83627
17,Kerala,64355,41690,257,22408
18,Ladakh,2451,1580,25,846
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,56864,43246,1282,12336
21,Maharashtra,718711,522427,23089,173195
22,Manipur,5585,3829,25,1731
23,Meghalaya,2050,874,8,1168
24,Mizoram,967,473,0,494
25,Nagaland,3778,2611,9,1158
26,Odisha,87602,62813,441,24348
27,Puducherry,11930,7486,180,4264
28,Punjab,46090,30231,1219,14640
29,Rajasthan,74670,59579,992,14099
30,Sikkim,1486,1076,3,407
31,Tamil Nadu,397261,338060,6839,52362
32,Telangana,114483,86095,788,27600
33,Tripura,9908,6697,85,3126
34,Uttarakhand,16549,11524,219,4806
35,Uttar Pradesh,203028,148562,3149,51317
36,West Bengal,147775,117857,2964,26954
