ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4773,4631,61,81
2,Andhra Pradesh,872288,859624,7038,5626
3,Arunachal Pradesh,16415,15653,55,707
4,Assam,213925,209345,995,3585
5,Bihar,238648,231884,1297,5467
6,Chandigarh,18113,16899,293,921
7,Chhattisgarh,248232,225633,3010,19589
8,Dadra and Nagar Haveli and Daman and Diu,3346,3328,2,16
9,Delhi,593924,561732,9706,22486
10,Goa,48776,46778,701,1297
11,Gujarat,220168,201580,4095,14493
12,Haryana,245288,230551,2611,12126
13,Himachal Pradesh,45697,37063,739,7895
14,Jammu and Kashmir,113568,106758,1755,5055
15,Jharkhand,110457,107710,988,1759
16,Karnataka,894004,857351,11867,24786
17,Kerala,639664,577616,2441,59607
18,Ladakh,8896,8014,121,761
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,215957,199167,3347,13443
21,Maharashtra,1855341,1730715,47774,76852
22,Manipur,26225,22997,309,2919
23,Meghalaya,12314,11573,120,621
24,Mizoram,3968,3757,6,205
25,Nagaland,11418,10773,66,579
26,Odisha,321564,316447,1778,3339
27,Puducherry,37270,36263,615,392
28,Punjab,156839,144301,4934,7604
29,Rajasthan,282512,258393,2448,21671
30,Sikkim,5203,4715,117,371
31,Tamil Nadu,791552,769048,11809,10695
32,Telangana,274540,265367,1477,7696
33,Tripura,32925,32125,373,427
34,Uttarakhand,78509,71980,1295,5234
35,Uttar Pradesh,556397,526721,7944,21732
36,West Bengal,505054,472454,8771,23829
