ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,72,43,0,29
2,Andhra Pradesh,12285,5480,157,6648
3,Arunachal Pradesh,177,54,1,122
4,Assam,6816,4500,9,2307
5,Bihar,8931,6843,59,2029
6,Chandigarh,428,335,6,87
7,Chhattisgarh,2545,1914,13,618
8,Dadra and Nagar Haveli and Daman and Diu,177,55,0,122
9,Delhi,80188,49301,2558,28329
10,Goa,1128,420,2,706
11,Gujarat,30709,22409,1789,6511
12,Haryana,13427,8472,218,4737
13,Himachal Pradesh,894,509,9,376
14,Jammu and Kashmir,6966,4225,93,2648
15,Jharkhand,2339,1724,12,603
16,Karnataka,11923,7287,191,4445
17,Kerala,4071,2110,22,1939
18,Ladakh,960,554,1,405
19,Madhya Pradesh,12965,9971,550,2444
20,Maharashtra,159133,84245,7273,67615
21,Manipur,1092,432,0,660
22,Meghalaya,47,42,1,4
23,Mizoram,148,55,0,93
24,Nagaland,387,164,0,223
25,Odisha,6350,4606,18,1726
26,Puducherry,619,221,10,388
27,Punjab,5056,3320,128,1608
28,Rajasthan,16944,13367,391,3186
29,Sikkim,87,46,0,41
30,Tamil Nadu,78335,44094,1025,33216
31,Telangana,13436,4928,243,8265
32,Tripura,1334,1071,1,262
33,Uttarakhand,2791,1912,37,842
34,Uttar Pradesh,21549,14215,649,6685
35,West Bengal,16711,10789,629,5293
