ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5014,4949,62,3
2,Andhra Pradesh,889210,881439,7167,604
3,Arunachal Pradesh,16836,16775,56,5
4,Assam,217383,214676,1091,1616
5,Bihar,262066,260030,1534,502
6,Chandigarh,21397,20879,349,169
7,Chhattisgarh,310732,303835,3795,3102
8,Dadra and Nagar Haveli and Daman and Diu,3402,3396,2,4
9,Delhi,637755,625832,10898,1025
10,Goa,54523,53243,787,493
11,Gujarat,266821,260745,4404,1672
12,Haryana,269609,265751,3042,816
13,Himachal Pradesh,58366,57120,994,252
14,Jammu and Kashmir,125783,123129,1954,700
15,Jharkhand,119565,118022,1084,459
16,Karnataka,947736,929447,12292,5997
17,Kerala,1030587,967630,4074,58883
18,Ladakh,9786,9616,130,40
19,Lakshadweep,277,192,0,85
20,Madhya Pradesh,259128,253284,3850,1994
21,Maharashtra,2093913,1992530,51753,49630
22,Manipur,29233,28776,373,84
23,Meghalaya,13952,13778,148,26
24,Mizoram,4409,4377,10,22
25,Nagaland,12191,12082,91,18
26,Odisha,336578,334053,1914,611
27,Puducherry,39569,38719,662,188
28,Punjab,178111,169480,5748,2883
29,Rajasthan,319461,315376,2785,1300
30,Sikkim,6128,5940,135,53
31,Tamil Nadu,847823,831246,12457,4120
32,Telangana,297598,294243,1624,1731
33,Tripura,33393,32961,391,41
34,Uttarakhand,97031,94850,1686,495
35,Uttar Pradesh,602705,591559,8714,2432
36,West Bengal,573580,559755,10246,3579
