ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4420,4194,60,166
2,Andhra Pradesh,838363,809770,6768,21825
3,Arunachal Pradesh,15325,13679,43,1603
4,Assam,208389,200384,938,7067
5,Bihar,220099,212452,1129,6518
6,Chandigarh,14927,13925,230,772
7,Chhattisgarh,197991,172513,2412,23066
8,Dadra and Nagar Haveli and Daman and Diu,3272,3233,2,37
9,Delhi,423831,377276,6833,39722
10,Goa,44747,42056,633,2058
11,Gujarat,178471,162709,3748,12014
12,Haryana,178413,161176,1880,15357
13,Himachal Pradesh,24239,20033,361,3845
14,Jammu and Kashmir,97805,90537,1523,5745
15,Jharkhand,103899,98365,895,4639
16,Karnataka,841889,797204,11347,33338
17,Kerala,473468,388504,1640,83324
18,Ladakh,6718,5854,80,784
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,175603,164923,3004,7676
21,Maharashtra,1710314,1562342,44965,103007
22,Manipur,19891,16092,191,3608
23,Meghalaya,9979,8904,91,984
24,Mizoram,3032,2485,2,545
25,Nagaland,9327,8282,45,1000
26,Odisha,298768,285174,1393,12201
27,Puducherry,35675,33437,598,1640
28,Punjab,136481,127304,4295,4882
29,Rajasthan,207597,189354,1966,16277
30,Sikkim,4144,3786,75,283
31,Tamil Nadu,739147,708846,11299,19002
32,Telangana,248891,227583,1372,19936
33,Tripura,31434,29792,356,1286
34,Uttarakhand,64538,59746,1056,3736
35,Uttar Pradesh,493527,463240,7155,23132
36,West Bengal,397466,354732,7177,35557
