ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,44,33,0,11
2,Andhra Pradesh,6841,3509,88,3244
3,Arunachal Pradesh,95,7,0,88
4,Assam,4319,2166,8,2145
5,Bihar,6778,4644,41,2093
6,Chandigarh,358,302,6,50
7,Chhattisgarh,1781,1036,9,736
8,Dadra and Nagar Haveli and Daman and Diu,45,9,0,36
9,Delhi,44688,16500,1837,26351
10,Goa,629,85,0,544
11,Gujarat,24577,17082,1533,5962
12,Haryana,8272,3748,118,4406
13,Himachal Pradesh,560,372,8,180
14,Jammu and Kashmir,5298,2781,63,2454
15,Jharkhand,1839,1121,9,709
16,Karnataka,7530,4456,94,2980
17,Kerala,2622,1236,20,1366
18,Ladakh,649,85,1,563
19,Madhya Pradesh,11083,8152,476,2455
20,Maharashtra,113445,57851,5537,50057
21,Manipur,500,159,0,341
22,Meghalaya,44,25,1,18
23,Mizoram,121,1,0,120
24,Nagaland,179,92,0,87
25,Odisha,4163,2974,11,1178
26,Puducherry,216,99,6,111
27,Punjab,3371,2461,72,838
28,Rajasthan,13216,9849,308,3059
29,Sikkim,70,4,0,66
30,Tamil Nadu,48019,26782,528,20709
31,Telangana,5406,3027,191,2188
32,Tripura,1092,433,1,658
33,Uttarakhand,1942,1216,25,701
34,Uttar Pradesh,14091,8610,417,5064
35,West Bengal,11909,6028,495,5386
