ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6398,6125,78,195
2,Andhra Pradesh,1302589,1104431,8791,189367
3,Arunachal Pradesh,20370,18351,64,1955
4,Assam,298171,257571,1753,38847
5,Bihar,601650,493189,3357,105104
6,Chandigarh,51070,41842,575,8653
7,Chhattisgarh,863343,727497,10742,125104
8,Dadra and Nagar Haveli and Daman and Diu,8928,7722,4,1202
9,Delhi,1336218,1231297,19663,85258
10,Goa,121650,87659,1729,32262
11,Gujarat,692604,547935,8511,136158
12,Haryana,628615,509617,5766,113232
13,Himachal Pradesh,135782,99427,1938,34417
14,Jammu and Kashmir,220546,167813,2782,49951
15,Jharkhand,292530,230646,3982,57902
16,Karnataka,1973683,1383285,19372,571026
17,Kerala,1930115,1504160,5879,420076
18,Ladakh,15429,13825,157,1447
19,Lakshadweep,3982,2980,10,992
20,Madhya Pradesh,681478,563754,6501,111223
21,Maharashtra,5138973,4469425,76398,593150
22,Manipur,35778,30685,489,4604
23,Meghalaya,20129,16834,233,3062
24,Mizoram,7796,5920,22,1854
25,Nagaland,16283,13249,150,2884
26,Odisha,544873,457569,2197,85107
27,Puducherry,72975,57818,988,14169
28,Punjab,450674,364170,10704,75800
29,Rajasthan,773194,564352,5825,203017
30,Sikkim,9924,7215,169,2540
31,Tamil Nadu,1409237,1240968,15880,152389
32,Telangana,502187,436619,2771,62797
33,Tripura,38158,34682,413,3063
34,Uttarakhand,249814,171438,3896,74480
35,Uttar Pradesh,1524767,1283754,15742,225271
36,West Bengal,1012604,873480,12461,126663
