ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4372,4153,60,159
2,Andhra Pradesh,830731,802325,6734,21672
3,Arunachal Pradesh,15083,13367,42,1674
4,Assam,207361,198042,934,8385
5,Bihar,218203,210672,1108,6423
6,Chandigarh,14608,13751,228,629
7,Chhattisgarh,192237,168201,2266,21770
8,Dadra and Nagar Haveli and Daman and Diu,3257,3225,2,30
9,Delhi,403096,360069,6652,36375
10,Goa,44189,41362,618,2209
11,Gujarat,175471,159311,3731,12429
12,Haryana,172130,156975,1817,13338
13,Himachal Pradesh,22932,19469,344,3119
14,Jammu and Kashmir,96188,88718,1502,5968
15,Jharkhand,102887,96975,891,5021
16,Karnataka,832396,780735,11247,40414
17,Kerala,451130,364745,1559,84826
18,Ladakh,6441,5701,76,664
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,173384,162366,2974,8044
21,Maharashtra,1692693,1531277,44248,117168
22,Manipur,19241,15460,184,3597
23,Meghalaya,9741,8680,90,971
24,Mizoram,2893,2376,1,516
25,Nagaland,9151,7869,42,1240
26,Odisha,294415,280553,1352,12510
27,Puducherry,35325,32284,596,2445
28,Punjab,134786,126315,4245,4226
29,Rajasthan,202220,183899,1936,16385
30,Sikkim,4004,3660,73,271
31,Tamil Nadu,731942,701527,11214,19201
32,Telangana,244143,224686,1357,18100
33,Tripura,31105,29430,353,1322
34,Uttarakhand,63197,58459,1033,3705
35,Uttar Pradesh,487335,457708,7089,22538
36,West Bengal,385589,342133,7013,36443
