ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5161,5028,62,71
2,Andhra Pradesh,918597,894896,7279,16422
3,Arunachal Pradesh,16875,16789,56,30
4,Assam,219553,215828,1115,2610
5,Bihar,276004,265048,1598,9358
6,Chandigarh,29943,26337,393,3213
7,Chhattisgarh,418678,337156,4654,76868
8,Dadra and Nagar Haveli and Daman and Diu,3884,3652,2,230
9,Delhi,706526,668699,11196,26631
10,Goa,61239,56797,845,3597
11,Gujarat,337015,309626,4697,22692
12,Haryana,310504,289121,3241,18142
13,Himachal Pradesh,68173,62411,1103,4659
14,Jammu and Kashmir,136470,128332,2023,6115
15,Jharkhand,134715,122936,1175,10604
16,Karnataka,1048085,977169,12813,58103
17,Kerala,1154010,1112758,4750,36502
18,Ladakh,10619,9932,130,557
19,Lakshadweep,784,728,1,55
20,Madhya Pradesh,327220,292598,4136,30486
21,Maharashtra,3288540,2695148,57329,536063
22,Manipur,29475,29009,375,91
23,Meghalaya,14207,13889,151,167
24,Mizoram,4583,4457,11,115
25,Nagaland,12388,12150,92,146
26,Odisha,346808,339200,1924,5684
27,Puducherry,43465,40694,687,2084
28,Punjab,266494,231885,7390,27219
29,Rajasthan,354287,327304,2898,24085
30,Sikkim,6329,6092,136,101
31,Tamil Nadu,920827,874305,12863,33659
32,Telangana,324091,304548,1752,17791
33,Tripura,33685,33104,393,188
34,Uttarakhand,106246,99113,1749,5384
35,Uttar Pradesh,663991,606646,9039,48306
36,West Bengal,606455,577474,10378,18603
