ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5014,4948,62,4
2,Andhra Pradesh,889156,881369,7167,620
3,Arunachal Pradesh,16836,16775,56,5
4,Assam,217367,214658,1091,1618
5,Bihar,262009,259973,1532,504
6,Chandigarh,21371,20867,348,156
7,Chhattisgarh,310469,303637,3793,3039
8,Dadra and Nagar Haveli and Daman and Diu,3402,3396,2,4
9,Delhi,637603,625653,10897,1053
10,Goa,54466,53181,787,498
11,Gujarat,266563,260475,4404,1684
12,Haryana,269498,265643,3042,813
13,Himachal Pradesh,58344,57052,994,298
14,Jammu and Kashmir,125715,123059,1954,702
15,Jharkhand,119528,117977,1084,467
16,Karnataka,947246,929058,12287,5901
17,Kerala,1025937,961789,4061,60087
18,Ladakh,9785,9614,130,41
19,Lakshadweep,272,181,0,91
20,Madhya Pradesh,258871,253071,3846,1954
21,Maharashtra,2087632,1989963,51713,45956
22,Manipur,29230,28772,373,85
23,Meghalaya,13951,13765,148,38
24,Mizoram,4407,4373,10,24
25,Nagaland,12191,12080,91,20
26,Odisha,336513,333980,1914,619
27,Puducherry,39540,38701,662,177
28,Punjab,177759,169216,5740,2803
29,Rajasthan,319363,315310,2784,1269
30,Sikkim,6127,5938,135,54
31,Tamil Nadu,847385,830787,12451,4147
32,Telangana,297435,294097,1623,1715
33,Tripura,33392,32961,391,40
34,Uttarakhand,97031,94850,1686,495
35,Uttar Pradesh,602592,591359,8712,2521
36,West Bengal,573387,559520,10242,3625
