ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3465,3121,51,293
2,Andhra Pradesh,537687,435647,4702,97338
3,Arunachal Pradesh,5672,4005,9,1658
4,Assam,135805,105701,414,29690
5,Bihar,153568,137544,785,15239
6,Chandigarh,6987,4331,83,2573
7,Chhattisgarh,55680,25855,493,29332
8,Dadra and Nagar Haveli and Daman and Diu,2671,2375,2,294
9,Delhi,205482,175400,4666,25416
10,Goa,22890,17592,268,5030
11,Gujarat,109465,90103,3164,16198
12,Haryana,85944,66705,907,18332
13,Himachal Pradesh,8466,5677,66,2723
14,Jammu and Kashmir,49134,34215,845,14074
15,Jharkhand,58079,42115,517,15447
16,Karnataka,430947,322454,6937,101556
17,Kerala,99266,72578,396,26292
18,Ladakh,3177,2366,36,775
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,81379,61285,1661,18433
21,Maharashtra,990795,700715,28282,261798
22,Manipur,7470,5793,44,1633
23,Meghalaya,3296,1842,20,1434
24,Mizoram,1333,750,0,583
25,Nagaland,4636,3792,10,834
26,Odisha,139121,108001,591,30529
27,Puducherry,18536,13389,353,4794
28,Punjab,72143,51906,2149,18088
29,Rajasthan,97376,80482,1192,15702
30,Sikkim,2009,1470,7,532
31,Tamil Nadu,486052,429416,8154,48482
32,Telangana,152602,119467,940,32195
33,Tripura,17811,10255,173,7383
34,Uttarakhand,28266,18783,377,9106
35,Uttar Pradesh,292029,221506,4206,66317
36,West Bengal,193175,166027,3771,23377
