ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,180,133,0,47
2,Andhra Pradesh,38044,19393,492,18159
3,Arunachal Pradesh,543,153,3,387
4,Assam,19754,12888,48,6818
5,Bihar,21764,14018,197,7549
6,Chandigarh,651,476,11,164
7,Chhattisgarh,4732,3451,21,1260
8,Dadra and Nagar Haveli and Daman and Diu,552,371,2,179
9,Delhi,118645,97693,3545,17407
10,Goa,3108,1817,19,1272
11,Gujarat,45481,32103,2089,11289
12,Haryana,24002,18185,322,5495
13,Himachal Pradesh,1377,984,11,382
14,Jammu and Kashmir,12156,6446,222,5488
15,Jharkhand,4624,2513,42,2069
16,Karnataka,51422,19729,1032,30661
17,Kerala,10275,4862,37,5376
18,Ladakh,1147,970,1,176
19,Madhya Pradesh,20378,14127,689,5562
20,Maharashtra,284281,158140,11194,114947
21,Manipur,1764,1129,0,635
22,Meghalaya,377,66,2,309
23,Mizoram,272,160,0,112
24,Nagaland,916,391,0,525
25,Odisha,15392,10877,79,4436
26,Puducherry,1743,947,22,774
27,Punjab,9094,6277,230,2587
28,Rajasthan,27174,19970,538,6666
29,Sikkim,243,88,0,155
30,Tamil Nadu,156369,107416,2236,46717
31,Telangana,41018,27295,396,13327
32,Tripura,2283,1604,3,676
33,Uttarakhand,3982,2995,50,937
34,Uttar Pradesh,43441,26675,1046,15720
35,West Bengal,36117,21415,1023,13679
