ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4494,4267,60,167
2,Andhra Pradesh,847977,820234,6828,20915
3,Arunachal Pradesh,15657,14126,46,1485
4,Assam,209633,203308,954,5371
5,Bihar,223917,216940,1162,5815
6,Chandigarh,15434,14233,243,958
7,Chhattisgarh,205923,183190,2507,20226
8,Dadra and Nagar Haveli and Daman and Diu,3275,3255,2,18
9,Delhi,459975,410118,7228,42629
10,Goa,45498,43029,656,1813
11,Gujarat,183682,167683,3776,12223
12,Haryana,190323,170250,1960,18113
13,Himachal Pradesh,27418,21408,405,5605
14,Jammu and Kashmir,100351,93313,1558,5480
15,Jharkhand,105224,100302,913,4009
16,Karnataka,853796,811581,11453,30762
17,Kerala,502719,422410,1771,78538
18,Ladakh,7134,6118,86,930
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,179951,168568,3055,8328
21,Maharashtra,1731833,1597255,45560,89018
22,Manipur,20950,17698,202,3050
23,Meghalaya,10368,9312,94,962
24,Mizoram,3242,2688,2,552
25,Nagaland,9578,8687,50,841
26,Odisha,305000,292477,1469,11054
27,Puducherry,36114,34432,605,1077
28,Punjab,139184,129549,4389,5246
29,Rajasthan,217151,198139,2019,16993
30,Sikkim,4344,3971,82,291
31,Tamil Nadu,750409,720339,11415,18655
32,Telangana,254666,235950,1393,17323
33,Tripura,31765,30208,359,1198
34,Uttarakhand,66788,61451,1086,4251
35,Uttar Pradesh,503159,473316,7281,22562
36,West Bengal,416984,376696,7452,32836
