ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,6046,5773,68,205
2,Andhra Pradesh,1121102,982297,8053,130752
3,Arunachal Pradesh,18636,17190,59,1387
4,Assam,256576,228872,1330,26374
5,Bihar,484106,373261,2642,108203
6,Chandigarh,43446,35735,489,7222
7,Chhattisgarh,744602,614693,8810,121099
8,Dadra and Nagar Haveli and Daman and Diu,7712,5841,4,1867
9,Delhi,1174552,1061246,16559,96747
10,Goa,93355,68249,1222,23884
11,Gujarat,581624,429130,7355,145139
12,Haryana,501566,394709,4341,102516
13,Himachal Pradesh,102038,80585,1525,19928
14,Jammu and Kashmir,179915,147242,2330,30343
15,Jharkhand,239734,178468,2829,58437
16,Karnataka,1564132,1143250,15794,405088
17,Kerala,1606819,1277294,5356,324169
18,Ladakh,14086,12542,144,1400
19,Lakshadweep,2923,1481,4,1438
20,Madhya Pradesh,575706,481477,5718,88511
21,Maharashtra,4665754,3930302,69615,665837
22,Manipur,31905,29843,410,1652
23,Meghalaya,17108,15275,174,1659
24,Mizoram,6299,4985,15,1299
25,Nagaland,14134,12674,107,1353
26,Odisha,454607,391048,2054,61505
27,Puducherry,60001,48921,817,10263
28,Punjab,377990,310601,9160,58229
29,Rajasthan,615653,428953,4399,182301
30,Sikkim,8211,6416,148,1647
31,Tamil Nadu,1186344,1054746,14193,117405
32,Telangana,450790,367727,2368,80695
33,Tripura,35589,33720,398,1471
34,Uttarakhand,186014,132156,2731,51127
35,Uttar Pradesh,1282504,967797,12874,301833
36,West Bengal,845878,717772,11447,116659
