ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,47,36,0,11
2,Andhra Pradesh,8452,4111,101,4240
3,Arunachal Pradesh,135,14,0,121
4,Assam,4904,3039,9,1856
5,Bihar,7533,5529,52,1952
6,Chandigarh,404,316,6,82
7,Chhattisgarh,2041,1394,11,636
8,Dadra and Nagar Haveli and Daman and Diu,68,26,0,42
9,Delhi,56746,31294,2112,23340
10,Goa,754,129,0,625
11,Gujarat,26680,18694,1638,6348
12,Haryana,10223,5128,149,4946
13,Himachal Pradesh,656,413,8,235
14,Jammu and Kashmir,5834,3336,81,2417
15,Jharkhand,1965,1335,11,619
16,Karnataka,8697,5391,132,3174
17,Kerala,3039,1568,21,1450
18,Ladakh,836,117,1,718
19,Madhya Pradesh,11724,8880,501,2343
20,Maharashtra,128205,64153,5984,58068
21,Manipur,777,232,0,545
22,Meghalaya,44,33,1,10
23,Mizoram,140,9,0,131
24,Nagaland,201,138,0,63
25,Odisha,4856,3534,12,1310
26,Puducherry,286,118,7,161
27,Punjab,3952,2678,98,1176
28,Rajasthan,14536,11274,337,2925
29,Sikkim,70,25,0,45
30,Tamil Nadu,56845,31316,704,24825
31,Telangana,7072,3506,203,3363
32,Tripura,1186,680,1,505
33,Uttarakhand,2301,1450,27,824
34,Uttar Pradesh,16594,9995,507,6092
35,West Bengal,13531,7865,540,5126
