ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4698,4518,61,119
2,Andhra Pradesh,867063,848511,6981,11571
3,Arunachal Pradesh,16262,15323,51,888
4,Assam,212483,208190,980,3313
5,Bihar,233572,226939,1253,5380
6,Chandigarh,17246,15857,274,1115
7,Chhattisgarh,234725,210917,2830,20978
8,Dadra and Nagar Haveli and Daman and Diu,3330,3305,2,23
9,Delhi,561742,516166,8998,36578
10,Goa,47689,45655,686,1348
11,Gujarat,206714,187969,3953,14792
12,Haryana,230713,208422,2375,19916
13,Himachal Pradesh,38977,29780,623,8574
14,Jammu and Kashmir,109383,102591,1680,5112
15,Jharkhand,108786,105669,963,2154
16,Karnataka,882608,846082,11750,24776
17,Kerala,593957,526797,2196,64964
18,Ladakh,8328,7327,116,885
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,203231,185013,3237,14981
21,Maharashtra,1814515,1676564,46986,90965
22,Manipur,24749,21203,263,3283
23,Meghalaya,11704,10735,111,858
24,Mizoram,3822,3425,5,392
25,Nagaland,11115,9830,64,1221
26,Odisha,317789,310549,1730,5510
27,Puducherry,36902,35774,609,519
28,Punjab,150805,138206,4765,7834
29,Rajasthan,262805,231780,2274,28751
30,Sikkim,4967,4572,107,288
31,Tamil Nadu,779046,756279,11694,11073
32,Telangana,269223,257278,1455,10490
33,Tripura,32674,31655,370,649
34,Uttarakhand,73951,67861,1214,4876
35,Uttar Pradesh,539899,506938,7718,25243
36,West Bengal,477446,444587,8322,24537
