ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4969,4891,62,16
2,Andhra Pradesh,885437,875921,7134,2382
3,Arunachal Pradesh,16783,16669,56,58
4,Assam,216743,212675,1065,3003
5,Bihar,256587,251027,1445,4115
6,Chandigarh,20415,19794,329,292
7,Chhattisgarh,291484,280166,3527,7791
8,Dadra and Nagar Haveli and Daman and Diu,3383,3377,2,4
9,Delhi,631249,617540,10718,2991
10,Goa,52079,50515,750,814
11,Gujarat,253744,242164,4354,7226
12,Haryana,265616,260236,2966,2414
13,Himachal Pradesh,56689,54896,963,830
14,Jammu and Kashmir,122885,119344,1912,1629
15,Jharkhand,117240,114836,1048,1356
16,Karnataka,929552,908494,12152,8906
17,Kerala,825769,756817,3373,65579
18,Ladakh,9639,9375,128,136
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,250009,238983,3732,7294
21,Maharashtra,1978044,1874279,50221,53544
22,Manipur,28769,27935,365,469
23,Meghalaya,13669,13365,144,160
24,Mizoram,4310,4200,9,101
25,Nagaland,12003,11814,86,103
26,Odisha,332541,328622,1895,2024
27,Puducherry,38524,37607,639,278
28,Punjab,169737,161457,5463,2817
29,Rajasthan,314091,305569,2742,5780
30,Sikkim,6004,5564,129,311
31,Tamil Nadu,828287,809392,12242,6653
32,Telangana,290916,284849,1572,4495
33,Tripura,33320,32886,389,45
34,Uttarakhand,94170,90025,1593,2552
35,Uttar Pradesh,594641,575980,8529,10132
36,West Bengal,562795,545499,9993,7303
