ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,2186,1032,24,1130
2,Andhra Pradesh,273085,180703,2475,89907
3,Arunachal Pradesh,2607,1750,5,852
4,Assam,74501,51693,175,22633
5,Bihar,98008,64930,442,32636
6,Chandigarh,1928,1091,28,809
7,Chhattisgarh,14481,9857,130,4494
8,Dadra and Nagar Haveli and Daman and Diu,1797,1331,2,464
9,Delhi,150652,135108,4178,11366
10,Goa,10970,7157,93,3720
11,Gujarat,76480,59538,2746,14196
12,Haryana,45614,38348,518,6748
13,Himachal Pradesh,3874,2551,19,1304
14,Jammu and Kashmir,27489,19942,520,7027
15,Jharkhand,21595,13515,224,7856
16,Karnataka,211108,128182,3717,79209
17,Kerala,41277,26992,139,14146
18,Ladakh,1879,1303,9,567
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,43414,32405,1081,9928
21,Maharashtra,572734,401442,19427,151865
22,Manipur,4198,2360,13,1825
23,Meghalaya,1228,581,6,641
24,Mizoram,657,348,0,309
25,Nagaland,3322,1198,8,2116
26,Odisha,54630,39206,324,15100
27,Puducherry,6995,4009,106,2880
28,Punjab,29013,18328,731,9954
29,Rajasthan,58692,43897,846,13949
30,Sikkim,1080,623,1,456
31,Tamil Nadu,326245,267015,5514,53716
32,Telangana,90259,66196,684,23379
33,Tripura,6934,5088,50,1796
34,Uttarakhand,11615,7502,147,3966
35,Uttar Pradesh,145287,92526,2335,50426
36,West Bengal,110358,81189,2319,26850
