ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,3899,3659,54,186
2,Andhra Pradesh,723512,666433,6019,51060
3,Arunachal Pradesh,10783,7775,19,2989
4,Assam,187718,153491,760,33467
5,Bihar,189442,176995,924,11523
6,Chandigarh,12578,10797,177,1604
7,Chhattisgarh,126005,97067,1081,27857
8,Dadra and Nagar Haveli and Daman and Diu,3092,2991,2,99
9,Delhi,292560,263938,5542,23080
10,Goa,35719,30456,460,4803
11,Gujarat,143865,123638,3509,16718
12,Haryana,134909,121596,1491,11822
13,Himachal Pradesh,16033,12653,224,3156
14,Jammu and Kashmir,79738,63790,1252,14696
15,Jharkhand,88026,76843,747,10436
16,Karnataka,647712,522846,9370,115496
17,Kerala,234928,149111,859,84958
18,Ladakh,4641,3414,61,1166
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,137098,115878,2463,18757
21,Maharashtra,1453653,1162585,38347,252721
22,Manipur,12105,9334,75,2696
23,Meghalaya,6767,4491,59,2217
24,Mizoram,2128,1837,0,291
25,Nagaland,6594,5422,17,1155
26,Odisha,235330,206400,924,28006
27,Puducherry,29277,24221,543,4513
28,Punjab,119184,102648,3641,12895
29,Rajasthan,146195,123421,1559,21215
30,Sikkim,3191,2547,46,598
31,Tamil Nadu,625391,569664,9846,45881
32,Telangana,202594,174769,1181,26644
33,Tripura,27308,22131,301,4876
34,Uttarakhand,51991,42621,669,8701
35,Uttar Pradesh,417437,366321,6092,45024
36,West Bengal,273679,240707,5255,27717
