ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4798,4659,61,78
2,Andhra Pradesh,874515,862230,7049,5236
3,Arunachal Pradesh,16497,16163,55,279
4,Assam,214432,209939,1000,3493
5,Bihar,241222,234383,1312,5527
6,Chandigarh,18502,17365,299,838
7,Chhattisgarh,254129,232715,3068,18346
8,Dadra and Nagar Haveli and Daman and Diu,3355,3335,2,18
9,Delhi,603535,574925,9934,18676
10,Goa,49235,47345,703,1187
11,Gujarat,225304,207529,4148,13627
12,Haryana,250394,237009,2699,10686
13,Himachal Pradesh,48354,39836,793,7725
14,Jammu and Kashmir,115207,108572,1786,4849
15,Jharkhand,111177,108488,995,1694
16,Karnataka,899011,868471,11928,18612
17,Kerala,658683,596593,2562,59528
18,Ladakh,9112,8192,123,797
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,221115,204641,3382,13092
21,Maharashtra,1872440,1749973,48059,74408
22,Manipur,26859,23541,320,2998
23,Meghalaya,12645,11927,124,594
24,Mizoram,4024,3820,7,197
25,Nagaland,11634,10934,68,632
26,Odisha,323029,318278,1798,2953
27,Puducherry,37406,36420,619,367
28,Punjab,159099,146777,5036,7286
29,Rajasthan,288692,268457,2514,17721
30,Sikkim,5291,4810,118,363
31,Tamil Nadu,796475,774306,11870,10299
32,Telangana,277151,267992,1489,7670
33,Tripura,33015,32285,375,355
34,Uttarakhand,81211,73936,1341,5934
35,Uttar Pradesh,562722,534224,8025,20473
36,West Bengal,516505,484258,8966,23281
