ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4963,4884,62,17
2,Andhra Pradesh,885037,875456,7131,2450
3,Arunachal Pradesh,16777,16658,56,63
4,Assam,216635,212579,1064,2992
5,Bihar,255932,250439,1439,4054
6,Chandigarh,20342,19756,327,259
7,Chhattisgarh,290084,278029,3505,8550
8,Dadra and Nagar Haveli and Daman and Diu,3382,3376,2,4
9,Delhi,630506,616461,10691,3354
10,Goa,51891,50343,749,799
11,Gujarat,252559,240517,4347,7695
12,Haryana,265199,259696,2956,2547
13,Himachal Pradesh,56521,54686,961,874
14,Jammu and Kashmir,122651,118972,1911,1768
15,Jharkhand,116961,114531,1048,1382
16,Karnataka,928055,906548,12144,9363
17,Kerala,814258,747389,3322,63547
18,Ladakh,9621,9311,127,183
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,249082,237713,3718,7651
21,Maharashtra,1971552,1867988,50101,53463
22,Manipur,28693,27851,365,477
23,Meghalaya,13631,13337,143,151
24,Mizoram,4299,4194,9,96
25,Nagaland,11987,11795,84,108
26,Odisha,332106,328271,1892,1943
27,Puducherry,38477,37535,638,304
28,Punjab,169225,160920,5447,2858
29,Rajasthan,313425,304104,2736,6585
30,Sikkim,5989,5538,129,322
31,Tamil Nadu,826943,807744,12228,6971
32,Telangana,290309,284217,1568,4524
33,Tripura,33309,32872,388,49
34,Uttarakhand,93777,89446,1578,2753
35,Uttar Pradesh,593680,574312,8504,10864
36,West Bengal,561321,543826,9957,7538
