ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,4403,4175,60,168
2,Andhra Pradesh,835953,807318,6757,21878
3,Arunachal Pradesh,15244,13580,43,1621
4,Assam,208054,199458,934,7662
5,Bihar,219349,211872,1121,6356
6,Chandigarh,14794,13862,229,703
7,Chhattisgarh,196233,170760,2360,23113
8,Dadra and Nagar Haveli and Daman and Diu,3268,3230,2,36
9,Delhi,416653,371155,6769,38729
10,Goa,44544,41849,630,2065
11,Gujarat,177436,161388,3744,12304
12,Haryana,176146,159643,1859,14644
13,Himachal Pradesh,23809,19780,361,3668
14,Jammu and Kashmir,97224,89905,1517,5802
15,Jharkhand,103543,97964,894,4685
16,Karnataka,838929,794503,11312,33114
17,Kerala,466466,380650,1613,84203
18,Ladakh,6633,5802,79,752
19,Lakshadweep,0,0,0,0
20,Madhya Pradesh,174825,164067,2992,7766
21,Maharashtra,1703444,1551282,44804,107358
22,Manipur,19725,15750,189,3786
23,Meghalaya,9893,8813,91,989
24,Mizoram,2990,2473,2,515
25,Nagaland,9264,8161,45,1058
26,Odisha,297274,283533,1378,12363
27,Puducherry,35550,33123,597,1830
28,Punjab,135834,126932,4281,4621
29,Rajasthan,205800,187544,1955,16301
30,Sikkim,4093,3778,75,240
31,Tamil Nadu,736777,706444,11272,19061
32,Telangana,247284,226646,1366,19272
33,Tripura,31347,29666,354,1327
34,Uttarakhand,64065,59338,1047,3680
35,Uttar Pradesh,491354,461073,7131,23150
36,West Bengal,393524,350449,7122,35953
