ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5209,5054,62,93
2,Andhra Pradesh,932892,899721,7321,25850
3,Arunachal Pradesh,16902,16791,56,55
4,Assam,221483,216093,1119,4271
5,Bihar,290385,268606,1630,20149
6,Chandigarh,31564,27793,401,3370
7,Chhattisgarh,471994,357668,5187,109139
8,Dadra and Nagar Haveli and Daman and Diu,4307,3727,2,578
9,Delhi,750156,695210,11436,43510
10,Goa,63342,57601,853,4888
11,Gujarat,360206,320729,4922,34555
12,Haryana,324544,297039,3298,24207
13,Himachal Pradesh,71394,63990,1135,6269
14,Jammu and Kashmir,140650,129932,2037,8681
15,Jharkhand,144594,126178,1261,17155
16,Karnataka,1083647,992003,13008,78636
17,Kerala,1180397,1123133,4814,52450
18,Ladakh,11070,10088,131,851
19,Lakshadweep,833,746,1,86
20,Madhya Pradesh,353632,305832,4261,43539
21,Maharashtra,3519208,2866097,58526,594585
22,Manipur,29540,29046,376,118
23,Meghalaya,14387,13966,151,270
24,Mizoram,4685,4469,12,204
25,Nagaland,12427,12160,93,174
26,Odisha,353086,341123,1930,10033
27,Puducherry,44973,41477,696,2800
28,Punjab,279203,243410,7609,28184
29,Rajasthan,375092,331423,2979,40690
30,Sikkim,6435,6124,136,175
31,Tamil Nadu,947129,884199,12945,49985
32,Telangana,334738,307499,1780,25459
33,Tripura,33844,33138,394,312
34,Uttarakhand,112071,100938,1780,9353
35,Uttar Pradesh,723582,618293,9309,95980
36,West Bengal,624224,584740,10434,29050
