ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,141,74,0,67
2,Andhra Pradesh,20019,8920,239,10860
3,Arunachal Pradesh,270,92,2,176
4,Assam,12160,7882,14,4264
5,Bihar,12125,8997,97,3031
6,Chandigarh,489,401,6,82
7,Chhattisgarh,3305,2667,14,624
8,Dadra and Nagar Haveli and Daman and Diu,297,114,0,183
9,Delhi,100823,72088,3115,25620
10,Goa,1813,1061,7,745
11,Gujarat,36772,26315,1960,8497
12,Haryana,17504,13335,276,3893
13,Himachal Pradesh,1077,763,11,303
14,Jammu and Kashmir,8675,5318,138,3219
15,Jharkhand,2847,2068,20,759
16,Karnataka,25317,10527,401,14389
17,Kerala,5622,3341,27,2254
18,Ladakh,1005,836,1,168
19,Madhya Pradesh,15284,11579,617,3088
20,Maharashtra,211987,115262,9026,87699
21,Manipur,1390,734,0,656
22,Meghalaya,80,43,1,36
23,Mizoram,197,133,0,64
24,Nagaland,625,243,0,382
25,Odisha,9526,6486,38,3002
26,Puducherry,802,331,12,459
27,Punjab,6491,4494,169,1828
28,Rajasthan,20688,16278,461,3949
29,Sikkim,125,65,0,60
30,Tamil Nadu,114978,66571,1571,46836
31,Telangana,25733,14781,306,10646
32,Tripura,1680,1219,1,460
33,Uttarakhand,3161,2586,42,533
34,Uttar Pradesh,28636,19109,809,8718
35,West Bengal,22987,15235,779,6973
