ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,5028,4960,62,6
2,Andhra Pradesh,891004,882763,7177,1064
3,Arunachal Pradesh,16840,16780,56,4
4,Assam,217726,214997,1096,1633
5,Bihar,262864,261013,1548,303
6,Chandigarh,22589,21416,357,816
7,Chhattisgarh,315486,308269,3872,3345
8,Dadra and Nagar Haveli and Daman and Diu,3426,3404,2,20
9,Delhi,642030,629199,10931,1900
10,Goa,55607,54130,802,675
11,Gujarat,275197,267250,4418,3529
12,Haryana,273446,267942,3064,2440
13,Himachal Pradesh,59347,57745,1003,599
14,Jammu and Kashmir,127288,124421,1968,899
15,Jharkhand,120436,118823,1093,520
16,Karnataka,956801,936947,12379,7475
17,Kerala,1083530,1043473,4342,35715
18,Ladakh,9838,9669,130,39
19,Lakshadweep,524,355,1,168
20,Madhya Pradesh,266043,258251,3877,3915
21,Maharashtra,2252057,2099207,52610,100240
22,Manipur,29305,28897,373,35
23,Meghalaya,13983,13816,148,19
24,Mizoram,4434,4415,10,9
25,Nagaland,12217,12116,91,10
26,Odisha,337929,335322,1917,690
27,Puducherry,39932,39083,670,179
28,Punjab,192040,176660,5978,9402
29,Rajasthan,322078,317257,2789,2032
30,Sikkim,6178,5994,135,49
31,Tamil Nadu,856917,840180,12530,4207
32,Telangana,300536,297032,1649,1855
33,Tripura,33425,33016,391,18
34,Uttarakhand,97565,95268,1697,600
35,Uttar Pradesh,604648,594219,8740,1689
36,West Bengal,577267,563857,10283,3127
