ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,33,33,0,0
2,Andhra Pradesh,3783,2378,64,1341
3,Arunachal Pradesh,22,1,0,21
4,Assam,1390,277,4,1109
5,Bihar,3926,1900,24,2002
6,Chandigarh,294,199,4,91
7,Chhattisgarh,547,122,1,424
8,Dadar Nagar Haveli,3,1,0,2
9,Delhi,20834,8746,523,11565
10,Goa,71,42,0,29
11,Gujarat,17200,10780,1063,5357
12,Haryana,2356,1055,21,1280
13,Himachal Pradesh,340,122,5,213
14,Jammu and Kashmir,2601,946,31,1624
15,Jharkhand,659,296,5,358
16,Karnataka,3408,1328,52,2028
17,Kerala,1326,608,10,708
18,Ladakh,77,43,0,34
19,Madhya Pradesh,8283,5003,358,2922
20,Maharashtra,70013,30108,2362,37543
21,Manipur,83,11,0,72
22,Meghalaya,27,12,1,14
23,Mizoram,1,1,0,0
24,Nagaland,43,0,0,43
25,Odisha,2104,1245,7,852
26,Puducherry,74,25,0,49
27,Punjab,2301,2000,45,256
28,Rajasthan,8980,6040,198,2742
29,Sikkim,1,0,0,1
30,Tamil Nadu,23495,13170,184,10141
31,Telengana,2792,1491,88,1213
32,Tripura,420,173,0,247
33,Uttarakhand,958,222,6,730
34,Uttar Pradesh,8075,4843,217,3015
35,West Bengal,5772,2306,325,3141
