ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,324,182,0,142
2,Andhra Pradesh,96298,46301,1041,48956
3,Arunachal Pradesh,1158,505,3,650
4,Assam,32228,24040,79,8109
5,Bihar,39176,25815,244,13117
6,Chandigarh,887,572,13,302
7,Chhattisgarh,7450,4944,43,2463
8,Dadra and Nagar Haveli and Daman and Diu,914,550,2,362
9,Delhi,130606,114875,3827,11904
10,Goa,4861,3277,35,1549
11,Gujarat,55822,40365,2326,13131
12,Haryana,31332,24384,392,6556
13,Himachal Pradesh,2176,1198,12,966
14,Jammu and Kashmir,17920,9928,312,7680
15,Jharkhand,8275,3704,85,4486
16,Karnataka,96141,35838,1878,58425
17,Kerala,19025,9300,61,9664
18,Ladakh,1285,1063,4,218
19,Madhya Pradesh,27800,19132,811,7857
20,Maharashtra,375799,213238,13656,148905
21,Manipur,2235,1554,0,681
22,Meghalaya,702,135,5,562
23,Mizoram,361,193,0,168
24,Nagaland,1339,549,4,786
25,Odisha,25389,16793,140,8456
26,Puducherry,2786,1645,40,1101
27,Punjab,13218,8810,306,4102
28,Rajasthan,35909,25353,621,9935
29,Sikkim,545,148,0,397
30,Tamil Nadu,213723,156526,3494,53703
31,Telangana,54059,41332,463,12264
32,Tripura,3900,2361,13,1526
33,Uttarakhand,6104,3566,63,2475
34,Uttar Pradesh,66988,41641,1426,23921
35,West Bengal,58718,37751,1372,19595
