ID,state,total_cases,discharged,deaths,active_cases
1,Andaman and Nicobar Islands,41,33,0,8
2,Andhra Pradesh,6456,3316,88,3052
3,Arunachal Pradesh,91,7,0,84
4,Assam,4158,2166,8,1984
5,Bihar,6650,4409,40,2201
6,Chandigarh,354,296,6,52
7,Chhattisgarh,1756,890,8,858
8,Dadra and Nagar Haveli and Daman and Diu,36,5,0,31
9,Delhi,42829,16427,1400,25002
10,Goa,592,85,0,507
11,Gujarat,24055,16664,1505,5886
12,Haryana,7722,3565,100,4057
13,Himachal Pradesh,556,353,8,195
14,Jammu and Kashmir,5220,2604,62,2554
15,Jharkhand,1763,905,8,850
16,Karnataka,7213,4135,89,2989
17,Kerala,2543,1175,20,1348
18,Ladakh,555,82,1,472
19,Madhya Pradesh,10935,7903,465,2567
20,Maharashtra,110744,56049,4128,50567
21,Manipur,490,151,0,339
22,Meghalaya,44,25,1,18
23,Mizoram,117,1,0,116
24,Nagaland,177,92,0,85
25,Odisha,4055,2854,11,1190
26,Puducherry,202,95,5,102
27,Punjab,3267,2443,71,753
28,Rajasthan,12981,9785,301,2895
29,Sikkim,68,4,0,64
30,Tamil Nadu,46504,25344,479,20681
31,Telangana,5193,2766,187,2240
32,Tripura,1086,433,1,652
33,Uttarakhand,1845,1189,24,632
34,Uttar Pradesh,13615,8268,399,4948
35,West Bengal,11494,5494,485,5515
