ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295986,241171,537157
2,Andhra Pradesh,33994071,23440987,57435058
3,Arunachal Pradesh,787538,593291,1380829
4,Assam,20850124,10953620,31803744
5,Bihar,52735290,23084100,75819390
6,Chandigarh,935869,605673,1541542
7,Chhattisgarh,15806359,8784474,24590833
8,Dadra and Nagar Haveli and Daman and Diu,670847,422412,1093259
9,Delhi,13587490,8365888,21953378
10,Goa,1277203,1004129,2281332
11,Gujarat,45444894,32059269,77504163
12,Haryana,18298537,9406748,27705285
13,Himachal Pradesh,5784083,4672350,10456433
14,Jammu and Kashmir,9576674,6678851,16255525
15,Jharkhand,16103056,7095375,23198431
16,Karnataka,43792581,26768049,70560630
17,Kerala,25594354,16394093,41988447
18,Ladakh,210960,165963,376923
19,Lakshadweep,55354,48613,103967
20,Madhya Pradesh,50678174,30198214,80876388
21,Maharashtra,71436850,36275985,107712835
22,Manipur,1271904,840416,2112320
23,Meghalaya,1149727,776798,1926525
24,Mizoram,725063,545476,1270539
25,Nagaland,727562,533713,1261275
26,Odisha,27335294,14538821,41874115
27,Puducherry,746322,443421,1189743
28,Punjab,16362299,7105739,23468038
29,Rajasthan,43109039,22712634,65821673
30,Sikkim,522891,465895,988786
31,Tamil Nadu,43774083,22304392,66078475
32,Telangana,24354030,12037865,36391895
33,Tripura,2533220,1950626,4483846
34,Uttarakhand,7544854,4679557,12224411
35,Uttar Pradesh,106353283,43840003,150193286
36,West Bengal,61733854,26373531,88107385
37,Miscellaneous,2237641,1567997,3805638
