ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,94599,11604,106203
2,Andhra Pradesh,5192245,1536793,6729038
3,Arunachal Pradesh,193635,58650,252285
4,Assam,2094437,578883,2673320
5,Bihar,6012682,1205221,7217903
6,Chandigarh,168366,51789,220155
7,Chhattisgarh,4897308,781887,5679195
8,Dadra and Nagar Haveli and Daman and Diu,80186,17238,97424
9,Delhi,2674884,739324,3414208
10,Goa,288525,74784,363309
11,Gujarat,10228418,2722190,12950608
12,Haryana,3279173,575269,3854442
13,Himachal Pradesh,1591608,278694,1870302
14,Jammu and Kashmir,2062003,402049,2464052
15,Jharkhand,2660224,504088,3164312
16,Karnataka,8245108,1647241,9892349
17,Kerala,6089361,1419076,7508437
18,Ladakh,75687,35326,111013
19,Lakshadweep,19475,4484,23959
20,Madhya Pradesh,7060213,1162769,8222982
21,Maharashtra,13736214,2685938,16422152
22,Manipur,218307,62959,281266
23,Meghalaya,245169,61901,307070
24,Mizoram,218489,45096,263585
25,Nagaland,163471,41698,205169
26,Odisha,4954922,961539,5916461
27,Puducherry,171609,30859,202468
28,Punjab,3070416,461813,3532229
29,Rajasthan,10995522,2342871,13338393
30,Sikkim,161782,45732,207514
31,Tamil Nadu,4705715,1417446,6123161
32,Telangana,4177282,637119,4814401
33,Tripura,912966,369401,1282367
34,Uttarakhand,10420459,2444846,12865305
35,Uttar Pradesh,1677190,433875,2111065
36,West Bengal,8712185,2530899,11243084
37,Miscellaneous,1677577,1324158,3001735
