ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,216987,95049,312036
2,Andhra Pradesh,17826178,6298023,24124201
3,Arunachal Pradesh,694525,189292,883817
4,Assam,10706685,2259908,12966593
5,Bihar,23504063,4521066,28025129
6,Chandigarh,706582,226814,933396
7,Chhattisgarh,10000779,2632861,12633640
8,Dadra and Nagar Haveli and Daman and Diu,587610,81895,669505
9,Delhi,7930829,3057218,10988047
10,Goa,1098302,307364,1405666
11,Gujarat,28535938,9139961,37675899
12,Haryana,10152822,2974775,13127597
13,Himachal Pradesh,4335980,1406772,5742752
14,Jammu and Kashmir,5376054,1508641,6884695
15,Jharkhand,8450135,2018319,10468454
16,Karnataka,26000864,7509346,33510210
17,Kerala,15759471,6442507,22201978
18,Ladakh,188876,70779,259655
19,Lakshadweep,51371,17296,68667
20,Madhya Pradesh,29817764,5750317,35568081
21,Maharashtra,35261712,12239857,47501569
22,Manipur,1163534,251078,1414612
23,Meghalaya,946600,238582,1185182
24,Mizoram,656018,209089,865107
25,Nagaland,634479,162621,797100
26,Odisha,14222570,4264500,18487070
27,Puducherry,604872,152636,757508
28,Punjab,8222725,2303559,10526284
29,Rajasthan,27226185,8464839,35691024
30,Sikkim,498609,152574,651183
31,Tamil Nadu,21024528,4734496,25759024
32,Telangana,11714148,4019069,15733217
33,Tripura,2417276,808369,3225645
34,Uttarakhand,5171059,1622492,6793551
35,Uttar Pradesh,46430534,8618231,55048765
36,West Bengal,23559058,9184539,32743597
37,Miscellaneous,1900366,1549702,3450068
