ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,187006,83658,270664
2,Andhra Pradesh,14818865,4506214,19325079
3,Arunachal Pradesh,646169,152550,798719
4,Assam,7697838,1641219,9339057
5,Bihar,18345621,3307609,21653230
6,Chandigarh,563735,157001,720736
7,Chhattisgarh,9161816,2160208,11322024
8,Dadra and Nagar Haveli and Daman and Diu,523385,69726,593111
9,Delhi,7252529,2314978,9567507
10,Goa,999900,232618,1232518
11,Gujarat,23509720,7173380,30683100
12,Haryana,8744450,2153673,10898123
13,Himachal Pradesh,3645464,1116894,4762358
14,Jammu and Kashmir,4628687,1070146,5698833
15,Jharkhand,6981004,1559806,8540810
16,Karnataka,22570999,5677694,28248693
17,Kerala,12464588,5244939,17709527
18,Ladakh,185475,62844,248319
19,Lakshadweep,49304,13789,63093
20,Madhya Pradesh,22439266,4360640,26799906
21,Maharashtra,30922439,9499007,40421446
22,Manipur,995279,131374,1126653
23,Meghalaya,817973,149716,967689
24,Mizoram,624169,161962,786131
25,Nagaland,583756,131131,714887
26,Odisha,11613471,3491614,15105085
27,Puducherry,533037,134481,667518
28,Punjab,7406702,1674872,9081574
29,Rajasthan,23791783,6130801,29922584
30,Sikkim,477661,142048,619709
31,Tamil Nadu,16742583,3659605,20402188
32,Telangana,11025840,2673867,13699707
33,Tripura,2177347,722290,2899637
34,Uttarakhand,4169200,1279521,5448721
35,Uttar Pradesh,35835165,6961973,42797138
36,West Bengal,19069675,7927787,26997462
37,Miscellaneous,1743250,1540244,3283494
