ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,105123,15154,120277
2,Andhra Pradesh,5781754,2374331,8156085
3,Arunachal Pradesh,250445,78100,328545
4,Assam,3090486,808417,3898903
5,Bihar,8238708,1747849,9986557
6,Chandigarh,248680,74683,323363
7,Chhattisgarh,5830242,1095115,6925357
8,Dadra and Nagar Haveli and Daman and Diu,136876,25913,162789
9,Delhi,4014576,1176447,5191023
10,Goa,402383,94743,497126
11,Gujarat,11930254,3967609,15897863
12,Haryana,4596092,960276,5556368
13,Himachal Pradesh,1943115,433243,2376358
14,Jammu and Kashmir,2506549,540117,3046666
15,Jharkhand,3328050,684219,4012269
16,Karnataka,9748053,2641136,12389189
17,Kerala,6736439,2020210,8756649
18,Ladakh,99023,37264,136287
19,Lakshadweep,24383,6935,31318
20,Madhya Pradesh,8412107,1763113,10175220
21,Maharashtra,16791838,4420595,21212433
22,Manipur,354004,70157,424161
23,Meghalaya,372110,74202,446312
24,Mizoram,255368,51058,306426
25,Nagaland,207799,51861,259660
26,Odisha,5876860,1448470,7325330
27,Puducherry,200454,50925,251379
28,Punjab,4108914,744101,4853015
29,Rajasthan,13232595,3050825,16283420
30,Sikkim,177224,59633,236857
31,Tamil Nadu,5679909,1970591,7650500
32,Telangana,4462036,1126648,5588684
33,Tripura,1058049,507029,1565078
34,Uttarakhand,2147406,681667,2829073
35,Uttar Pradesh,13436943,3379393,16816336
36,West Bengal,9650872,3835335,13486207
37,Miscellaneous,1713874,1445499,3159373
