ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,166343,56716,223059
2,Andhra Pradesh,13530304,3524470,17054774
3,Arunachal Pradesh,593409,112679,706088
4,Assam,6664502,1352045,8016547
5,Bihar,15907489,2685174,18592663
6,Chandigarh,494636,117097,611733
7,Chhattisgarh,8510673,1870157,10380830
8,Dadra and Nagar Haveli and Daman and Diu,468934,60334,529268
9,Delhi,6821204,2080422,8901626
10,Goa,925118,170968,1096086
11,Gujarat,21524646,6341638,27866284
12,Haryana,8123747,1754981,9878728
13,Himachal Pradesh,3423246,858062,4281308
14,Jammu and Kashmir,4314682,835458,5150140
15,Jharkhand,6386040,1288741,7674781
16,Karnataka,20921191,4703519,25624710
17,Kerala,11559011,4141963,15700974
18,Ladakh,181815,60730,242545
19,Lakshadweep,47993,10741,58734
20,Madhya Pradesh,20143924,3791057,23934981
21,Maharashtra,28703564,7822426,36525990
22,Manipur,781273,84767,866040
23,Meghalaya,712955,97618,810573
24,Mizoram,583639,88062,671701
25,Nagaland,505562,88846,594408
26,Odisha,10732741,2718827,13451568
27,Puducherry,484491,110044,594535
28,Punjab,6866655,1345592,8212247
29,Rajasthan,21724229,4686607,26410836
30,Sikkim,442125,118462,560587
31,Tamil Nadu,14521761,2968689,17490450
32,Telangana,10422316,1987596,12409912
33,Tripura,2060295,648572,2708867
34,Uttarakhand,3914022,993205,4907227
35,Uttar Pradesh,31381029,5801264,37182293
36,West Bengal,17733441,6424246,24157687
37,Miscellaneous,1739847,1531874,3271721
