ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,297957,275131,573088
2,Andhra Pradesh,37263172,26506889,63770061
3,Arunachal Pradesh,799893,629350,1429243
4,Assam,21581345,13426265,35007610
5,Bihar,55841790,33004654,88846444
6,Chandigarh,952319,669555,1621874
7,Chhattisgarh,17099997,10510323,27610320
8,Dadra and Nagar Haveli and Daman and Diu,683117,465630,1148747
9,Delhi,14359352,9604547,23963899
10,Goa,1291310,1060537,2351847
11,Gujarat,46259699,38585567,84845266
12,Haryana,18906357,11172149,30078506
13,Himachal Pradesh,5845241,5428535,11273776
14,Jammu and Kashmir,9637043,7579248,17216291
15,Jharkhand,17176489,8921182,26097671
16,Karnataka,46393718,33478523,79872241
17,Kerala,25872961,18797575,44670536
18,Ladakh,212782,173601,386383
19,Lakshadweep,55500,50692,106192
20,Madhya Pradesh,51601207,41869093,93470300
21,Maharashtra,77391613,45419028,122810641
22,Manipur,1299862,928526,2228388
23,Meghalaya,1191722,847035,2038757
24,Mizoram,740073,571645,1311718
25,Nagaland,749423,561325,1310748
26,Odisha,28336965,17421832,45758797
27,Puducherry,799919,508488,1308407
28,Punjab,16775696,8283581,25059277
29,Rajasthan,44510720,28866227,73376947
30,Sikkim,524004,476348,1000352
31,Tamil Nadu,47109548,27827049,74936597
32,Telangana,26403872,14327805,40731677
33,Tripura,2560978,2072907,4633885
34,Uttarakhand,7662919,5617956,13280875
35,Uttar Pradesh,117610990,57873591,175484581
36,West Bengal,64006929,32565961,96572890
37,Miscellaneous,2237744,1569906,3807650
