ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,235835,98337,334172
2,Andhra Pradesh,18967840,6653976,25621816
3,Arunachal Pradesh,704206,204773,908979
4,Assam,12241611,2582327,14823938
5,Bihar,25869605,5016297,30885902
6,Chandigarh,752894,256265,1009159
7,Chhattisgarh,10275076,2895040,13170116
8,Dadra and Nagar Haveli and Daman and Diu,602301,96508,698809
9,Delhi,8478252,3355373,11833625
10,Goa,1122216,342609,1464825
11,Gujarat,31266982,9995955,41262937
12,Haryana,10765575,3329359,14094934
13,Himachal Pradesh,5089044,1553369,6642413
14,Jammu and Kashmir,5640258,1611149,7251407
15,Jharkhand,9001854,2201788,11203642
16,Karnataka,27353315,8119278,35472593
17,Kerala,18190526,6776252,24966778
18,Ladakh,189909,74120,264029
19,Lakshadweep,51809,18408,70217
20,Madhya Pradesh,32259428,6244012,38503440
21,Maharashtra,37444743,13307700,50752443
22,Manipur,1177344,277036,1454380
23,Meghalaya,978876,263288,1242164
24,Mizoram,662166,221624,883790
25,Nagaland,642437,175040,817477
26,Odisha,15351717,4612351,19964068
27,Puducherry,620081,160375,780456
28,Punjab,8883609,2655532,11539141
29,Rajasthan,29183876,9237187,38421063
30,Sikkim,501993,161143,663136
31,Tamil Nadu,22351866,5037828,27389694
32,Telangana,12313591,4222707,16536298
33,Tripura,2438542,833679,3272221
34,Uttarakhand,5661593,1773164,7434757
35,Uttar Pradesh,51123307,9483456,60606763
36,West Bengal,25424857,9532936,34957793
37,Miscellaneous,1900922,1551733,3452655
