ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,159330,24773,184103
2,Andhra Pradesh,13172967,3268484,16441451
3,Arunachal Pradesh,534374,89461,623835
4,Assam,6303714,1294608,7598322
5,Bihar,14727517,2396030,17123547
6,Chandigarh,456634,94952,551586
7,Chhattisgarh,8193672,1683015,9876687
8,Dadra and Nagar Haveli and Daman and Diu,418710,47632,466342
9,Delhi,6466497,1906836,8373333
10,Goa,852875,127808,980683
11,Gujarat,20653202,5899773,26552975
12,Haryana,7805898,1554725,9360623
13,Himachal Pradesh,3378239,607655,3985894
14,Jammu and Kashmir,4014703,746876,4761579
15,Jharkhand,5949645,1111158,7060803
16,Karnataka,19602490,4037786,23640276
17,Kerala,11162824,3601746,14764570
18,Ladakh,173803,58330,232133
19,Lakshadweep,47084,8548,55632
20,Madhya Pradesh,18782554,2812686,21595240
21,Maharashtra,27074275,6856957,33931232
22,Manipur,643887,75690,719577
23,Meghalaya,649937,83498,733435
24,Mizoram,540569,59673,600242
25,Nagaland,456431,64467,520898
26,Odisha,9996014,2206539,12202553
27,Puducherry,454244,72027,526271
28,Punjab,6535786,1184756,7720542
29,Rajasthan,21331201,4337542,25668743
30,Sikkim,416397,85181,501578
31,Tamil Nadu,13926336,2714557,16640893
32,Telangana,9939448,1692217,11631665
33,Tripura,1998977,614628,2613605
34,Uttarakhand,3664348,863059,4527407
35,Uttar Pradesh,27780215,4820131,32600346
36,West Bengal,17135555,5455784,22591339
37,Miscellaneous,1736809,1524557,3261366
