ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294001,200157,494158
2,Andhra Pradesh,32976969,20375181,53352150
3,Arunachal Pradesh,771875,534486,1306361
4,Assam,20172463,8068795,28241258
5,Bihar,49874828,18346781,68221609
6,Chandigarh,926035,546981,1473016
7,Chhattisgarh,14851682,7343273,22194955
8,Dadra and Nagar Haveli and Daman and Diu,660753,370255,1031008
9,Delhi,13055636,7425404,20481040
10,Goa,1262568,911114,2173682
11,Gujarat,44735217,25972387,70707604
12,Haryana,17772376,8115463,25887839
13,Himachal Pradesh,5713695,3443823,9157518
14,Jammu and Kashmir,9511073,5149471,14660544
15,Jharkhand,14986646,5585648,20572294
16,Karnataka,42497761,22858384,65356145
17,Kerala,25306499,13658343,38964842
18,Ladakh,208798,152280,361078
19,Lakshadweep,55129,45951,101080
20,Madhya Pradesh,49911938,20838045,70749983
21,Maharashtra,67198794,30975692,98174486
22,Manipur,1249436,719413,1968849
23,Meghalaya,1103275,641819,1745094
24,Mizoram,711597,512029,1223626
25,Nagaland,709553,490663,1200216
26,Odisha,25736641,11560912,37297553
27,Puducherry,733922,404355,1138277
28,Punjab,15942714,6238973,22181687
29,Rajasthan,42544909,20097635,62642544
30,Sikkim,521763,451509,973272
31,Tamil Nadu,41279432,17619141,58898573
32,Telangana,22498559,9772398,32270957
33,Tripura,2508477,1621329,4129806
34,Uttarakhand,7478017,3898342,11376359
35,Uttar Pradesh,98178865,32681895,130860760
36,West Bengal,56192166,21559747,77751913
37,Miscellaneous,2237446,1564623,3802069
