ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,285173,129797,414970
2,Andhra Pradesh,25380068,11768905,37148973
3,Arunachal Pradesh,744131,328215,1072346
4,Assam,17363828,4535264,21899092
5,Bihar,40657341,9276334,49933675
6,Chandigarh,873023,393074,1266097
7,Chhattisgarh,11947147,4128435,16075582
8,Dadra and Nagar Haveli and Daman and Diu,635059,635059,635059
9,Delhi,11192923,4790446,15983369
10,Goa,1198071,549674,1747745
11,Gujarat,39867489,16611405,56478894
12,Haryana,15319792,5471171,20790963
13,Himachal Pradesh,5614346,2207545,7821891
14,Jammu and Kashmir,7169817,2852500,10022317
15,Jharkhand,12475612,3446449,15922061
16,Karnataka,37378105,14534679,51912784
17,Kerala,23780637,9810425,33591062
18,Ladakh,200754,128241,328995
19,Lakshadweep,54310,36956,91266
20,Madhya Pradesh,44961857,12295930,57257787
21,Maharashtra,52683079,20613097,73296176
22,Manipur,1214100,411709,1625809
23,Meghalaya,1057381,401929,1459310
24,Mizoram,684563,362438,1047001
25,Nagaland,674756,292278,967034
26,Odisha,20321811,7127841,27449652
27,Puducherry,669093,248369,917462
28,Punjab,13363233,4348241,17711474
29,Rajasthan,39269460,14191321,53460781
30,Sikkim,514426,309417,823843
31,Tamil Nadu,32769868,8767996,41537864
32,Telangana,15666279,6002318,21668597
33,Tripura,2483473,1158216,3641689
34,Uttarakhand,7210386,2711414,9921800
35,Uttar Pradesh,77509869,16643990,94153859
36,West Bengal,35952517,14665263,50617780
37,Miscellaneous,1902673,1558301,3460974
