ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,271358,114406,385764
2,Andhra Pradesh,24075307,10663304,34738611
3,Arunachal Pradesh,738725,288298,1027023
4,Assam,16455548,3700160,20155708
5,Bihar,36951899,7859740,44811639
6,Chandigarh,851067,359222,1210289
7,Chhattisgarh,11391385,3701753,15093138
8,Dadra and Nagar Haveli and Daman and Diu,627358,181598,808956
9,Delhi,10637850,4384839,15022689
10,Goa,1184536,484288,1668824
11,Gujarat,38249006,14194969,52443975
12,Haryana,13546989,4757232,18304221
13,Himachal Pradesh,5578530,1929028,7507558
14,Jammu and Kashmir,6842033,2492088,9334121
15,Jharkhand,11877491,3154239,15031730
16,Karnataka,35233188,12295658,47528846
17,Kerala,22755227,8963264,31718491
18,Ladakh,197819,119611,317430
19,Lakshadweep,53750,33149,86899
20,Madhya Pradesh,41827440,9824482,51651922
21,Maharashtra,49257090,18634318,67891408
22,Manipur,1207523,388221,1595744
23,Meghalaya,1046691,359010,1405701
24,Mizoram,678503,297260,975763
25,Nagaland,667893,255765,923658
26,Odisha,19124510,6314478,25438988
27,Puducherry,657236,216676,873912
28,Punjab,12290257,3912832,16203089
29,Rajasthan,37204314,12598199,49802513
30,Sikkim,510967,233281,744248
31,Tamil Nadu,31100538,7991867,39092405
32,Telangana,14225375,5310538,19535913
33,Tripura,2472024,950722,3422746
34,Uttarakhand,7010409,2357835,9368244
35,Uttar Pradesh,72257443,14659873,86917316
36,West Bengal,33875066,13463916,47338982
37,Miscellaneous,1902403,1556776,3459179
