ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,297867,273150,571017
2,Andhra Pradesh,36991387,26304045,63295432
3,Arunachal Pradesh,799357,627493,1426850
4,Assam,21563630,13185406,34749036
5,Bihar,55757890,32614314,88372204
6,Chandigarh,951378,666396,1617774
7,Chhattisgarh,17028899,10400656,27429555
8,Dadra and Nagar Haveli and Daman and Diu,681910,461285,1143195
9,Delhi,14319296,9541809,23861105
10,Goa,1290560,1057905,2348465
11,Gujarat,46205241,38061988,84267229
12,Haryana,18877427,11047231,29924658
13,Himachal Pradesh,5843934,5421628,11265562
14,Jammu and Kashmir,9633672,7529898,17163570
15,Jharkhand,17116896,8808655,25925551
16,Karnataka,46275623,33127533,79403156
17,Kerala,25854091,18633646,44487737
18,Ladakh,212727,173445,386172
19,Lakshadweep,55500,50630,106130
20,Madhya Pradesh,51567497,41370798,92938295
21,Maharashtra,77120422,44830133,121950555
22,Manipur,1298044,923211,2221255
23,Meghalaya,1187407,842649,2030056
24,Mizoram,739591,570789,1310380
25,Nagaland,748333,559640,1307973
26,Odisha,28290119,17226206,45516325
27,Puducherry,797356,506048,1303404
28,Punjab,16749933,8197844,24947777
29,Rajasthan,44397767,28465013,72862780
30,Sikkim,523892,475393,999285
31,Tamil Nadu,47011095,27673861,74684956
32,Telangana,26239128,14085416,40324544
33,Tripura,2560539,2070082,4630621
34,Uttarakhand,7656804,5575750,13232554
35,Uttar Pradesh,116976241,56899058,173875299
36,West Bengal,63950786,32248364,96199150
37,Miscellaneous,2237744,1569906,3807650
