ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,143336,16301,159637
2,Andhra Pradesh,11921156,2906639,14827795
3,Arunachal Pradesh,470285,81339,551624
4,Assam,5659088,1182871,6841959
5,Bihar,13509449,2175209,15684658
6,Chandigarh,417304,81558,498862
7,Chhattisgarh,7312373,1418536,8730909
8,Dadra and Nagar Haveli and Daman and Diu,341452,31909,373361
9,Delhi,5629464,1700206,7329670
10,Goa,748352,107791,856143
11,Gujarat,19331125,5326330,24657455
12,Haryana,7132868,1298060,8430928
13,Himachal Pradesh,3010202,471864,3482066
14,Jammu and Kashmir,3644117,639077,4283194
15,Jharkhand,5537691,1011406,6549097
16,Karnataka,18089449,3533238,21622687
17,Kerala,10507088,2977412,13484500
18,Ladakh,168673,47338,216011
19,Lakshadweep,46255,7494,53749
20,Madhya Pradesh,17446567,2356827,19803394
21,Maharashtra,25047327,5985707,31033034
22,Manipur,530788,73048,603836
23,Meghalaya,587049,76506,663555
24,Mizoram,497203,53240,550443
25,Nagaland,403587,54845,458432
26,Odisha,9517490,2022911,11540401
27,Puducherry,416585,62832,479417
28,Punjab,5974933,967308,6942241
29,Rajasthan,20190790,3796534,23987324
30,Sikkim,371534,61597,433131
31,Tamil Nadu,12423144,2470145,14893289
32,Telangana,8850242,1476773,10327015
33,Tripura,1894052,573672,2467724
34,Uttarakhand,3426029,768022,4194051
35,Uttar Pradesh,26132272,4321651,30453923
36,West Bengal,16320708,4723595,21044303
37,Miscellaneous,1734532,1515727,3250259
