ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,294452,209534,503986
2,Andhra Pradesh,33431711,21374983,54806694
3,Arunachal Pradesh,775088,552634,1327722
4,Assam,20287153,8614451,28901604
5,Bihar,50310299,18994367,69304666
6,Chandigarh,927689,557239,1484928
7,Chhattisgarh,14930679,7523826,22454505
8,Dadra and Nagar Haveli and Daman and Diu,662389,377951,1040340
9,Delhi,13128308,7564532,20692840
10,Goa,1266053,935233,2201286
11,Gujarat,44852183,26715746,71567929
12,Haryana,17823541,8257359,26080900
13,Himachal Pradesh,5723600,3639667,9363267
14,Jammu and Kashmir,9528525,5608730,15137255
15,Jharkhand,15217658,5896864,21114522
16,Karnataka,42779820,23641755,66421575
17,Kerala,25408716,14394046,39802762
18,Ladakh,209281,155503,364784
19,Lakshadweep,55147,46829,101976
20,Madhya Pradesh,49970804,21540666,71511470
21,Maharashtra,67696641,31431319,99127960
22,Manipur,1252873,751676,2004549
23,Meghalaya,1112876,679265,1792141
24,Mizoram,713684,521109,1234793
25,Nagaland,712753,503998,1216751
26,Odisha,26311919,12508430,38820349
27,Puducherry,735886,411507,1147393
28,Punjab,16014517,6359033,22373550
29,Rajasthan,42618654,20373244,62991898
30,Sikkim,521931,453940,975871
31,Tamil Nadu,41450071,18042910,59492981
32,Telangana,23170204,10402486,33572690
33,Tripura,2515452,1731556,4247008
34,Uttarakhand,7486988,4010963,11497951
35,Uttar Pradesh,99100945,33880496,132981441
36,West Bengal,58194120,22507178,80701298
37,Miscellaneous,2237485,1565245,3802730
