ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,293112,189393,482505
2,Andhra Pradesh,31624975,18285466,49910441
3,Arunachal Pradesh,768476,510393,1278869
4,Assam,19884281,7186338,27070619
5,Bihar,48530918,16124528,64655446
6,Chandigarh,922279,524862,1447141
7,Chhattisgarh,14460737,6716089,21176826
8,Dadra and Nagar Haveli and Daman and Diu,657914,355836,1013750
9,Delhi,12893328,7153457,20046785
10,Goa,1253513,859836,2113349
11,Gujarat,44381420,24257770,68639190
12,Haryana,17609045,7740640,25349685
13,Himachal Pradesh,5700386,3208548,8908934
14,Jammu and Kashmir,9474394,4700559,14174953
15,Jharkhand,14656236,5103197,19759433
16,Karnataka,41851568,21448318,63299886
17,Kerala,25194796,12850111,38044907
18,Ladakh,208273,150746,359019
19,Lakshadweep,55060,45145,100205
20,Madhya Pradesh,49761120,18777947,68539067
21,Maharashtra,65519863,29645650,95165513
22,Manipur,1241394,645829,1887223
23,Meghalaya,1095353,599759,1695112
24,Mizoram,707294,500702,1207996
25,Nagaland,704664,465995,1170659
26,Odisha,24985986,10623708,35609694
27,Puducherry,725288,383431,1108719
28,Punjab,15737816,6012157,21749973
29,Rajasthan,42268910,19221686,61490596
30,Sikkim,520981,437464,958445
31,Tamil Nadu,40389100,15898199,56287299
32,Telangana,21406061,8786090,30192151
33,Tripura,2504205,1544615,4048820
34,Uttarakhand,7452106,3631699,11083805
35,Uttar Pradesh,95881826,29529689,125411515
36,West Bengal,52173222,19630641,71803863
37,Miscellaneous,2237409,1563456,3800865
