ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,212573,93164,305737
2,Andhra Pradesh,16786413,5864146,22650559
3,Arunachal Pradesh,680809,179503,860312
4,Assam,9536378,2045789,11582167
5,Bihar,21325253,4080382,25405635
6,Chandigarh,664509,206091,870600
7,Chhattisgarh,9719395,2419105,12138500
8,Dadra and Nagar Haveli and Daman and Diu,568719,76092,644811
9,Delhi,7579306,2802327,10381633
10,Goa,1073972,282473,1356445
11,Gujarat,26008632,8437176,34445808
12,Haryana,9721455,2712313,12433768
13,Himachal Pradesh,4083812,1321716,5405528
14,Jammu and Kashmir,5094719,1392453,6487172
15,Jharkhand,8040727,1898453,9939180
16,Karnataka,24961662,6996807,31958469
17,Kerala,14882725,6231751,21114476
18,Ladakh,187861,68768,256629
19,Lakshadweep,50596,16436,67032
20,Madhya Pradesh,28300633,5400063,33700696
21,Maharashtra,33939611,11535313,45474924
22,Manipur,1135285,222872,1358157
23,Meghalaya,912096,211646,1123742
24,Mizoram,647051,200035,847086
25,Nagaland,625565,154008,779573
26,Odisha,13209524,4041771,17251295
27,Puducherry,585119,148023,733142
28,Punjab,7909863,2089873,9999736
29,Rajasthan,26006350,7953805,33960155
30,Sikkim,494904,149858,644762
31,Tamil Nadu,19764021,4438905,24202926
32,Telangana,11446097,3649818,15095915
33,Tripura,2393111,793578,3186689
34,Uttarakhand,4768700,1503537,6272237
35,Uttar Pradesh,44001463,8141787,52143250
36,West Bengal,22062392,8909045,30971437
37,Miscellaneous,1744974,1547138,3292112
