ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,78989,7937,86926
2,Andhra Pradesh,4234813,692923,4927736
3,Arunachal Pradesh,145144,40927,186071
4,Assam,1416049,355511,1771560
5,Bihar,5196802,768873,5965675
6,Chandigarh,124937,29647,154584
7,Chhattisgarh,4561972,540980,5102952
8,Dadra and Nagar Haveli and Daman and Diu,74293,12102,86395
9,Delhi,2238274,494248,2732522
10,Goa,212256,52107,264363
11,Gujarat,9181707,1625731,10807438
12,Haryana,2859343,383115,3242458
13,Himachal Pradesh,1225881,152805,1378686
14,Jammu and Kashmir,1492606,260671,1753277
15,Jharkhand,2477789,371236,2849025
16,Karnataka,6871674,897320,7768994
17,Kerala,5443585,800248,6243833
18,Ladakh,68954,15683,84637
19,Lakshadweep,15724,3287,19011
20,Madhya Pradesh,6725635,817314,7542949
21,Maharashtra,11447503,1497497,12945000
22,Manipur,109889,52228,162117
23,Meghalaya,133700,46932,180632
24,Mizoram,139761,34618,174379
25,Nagaland,122615,32580,155195
26,Odisha,4499013,695368,5194381
27,Puducherry,154986,15824,170810
28,Punjab,2352746,242274,2595020
29,Rajasthan,9828519,1622618,11451137
30,Sikkim,146886,24256,171142
31,Tamil Nadu,4187801,704687,4892488
32,Telangana,2862110,410879,3272989
33,Tripura,791007,143008,934015
34,Uttarakhand,1400682,277957,1678639
35,Uttar Pradesh,9356397,1764383,11120780
36,West Bengal,7831331,1379825,9211156
37,Miscellaneous,1634519,1205819,2840338
