ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,293512,194041,487553
2,Andhra Pradesh,32198637,19142897,51341534
3,Arunachal Pradesh,769750,519916,1289666
4,Assam,19977534,7519601,27497135
5,Bihar,48739077,16439324,65178401
6,Chandigarh,923631,532586,1456217
7,Chhattisgarh,14596591,6947808,21544399
8,Dadra and Nagar Haveli and Daman and Diu,659285,362724,1022009
9,Delhi,12949359,7252856,20202215
10,Goa,1256323,877828,2134151
11,Gujarat,44520405,24831900,69352305
12,Haryana,17674776,7888171,25562947
13,Himachal Pradesh,5704585,3284349,8988934
14,Jammu and Kashmir,9489226,4849174,14338400
15,Jharkhand,14772347,5292257,20064604
16,Karnataka,42014008,21856897,63870905
17,Kerala,25237254,13191129,38428383
18,Ladakh,208526,151369,359895
19,Lakshadweep,55069,45427,100496
20,Madhya Pradesh,49802779,19316418,69119197
21,Maharashtra,66133506,30149602,96283108
22,Manipur,1244261,671798,1916059
23,Meghalaya,1097819,615269,1713088
24,Mizoram,709245,505630,1214875
25,Nagaland,706835,477342,1184177
26,Odisha,25265813,10931656,36197469
27,Puducherry,730665,395177,1125842
28,Punjab,15827130,6106352,21933482
29,Rajasthan,42356089,19461588,61817677
30,Sikkim,521288,444281,965569
31,Tamil Nadu,40657621,16338697,56996318
32,Telangana,21688623,9104051,30792674
33,Tripura,2506405,1582868,4089273
34,Uttarakhand,7461709,3722730,11184439
35,Uttar Pradesh,96901919,30838880,127740799
36,West Bengal,53668714,20361803,74030517
37,Miscellaneous,2237409,1563456,3800865
