ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,241644,101276,342920
2,Andhra Pradesh,19537294,7080678,26617972
3,Arunachal Pradesh,711695,213308,925003
4,Assam,13029750,2797117,15826867
5,Bihar,27418434,5390034,32808468
6,Chandigarh,777153,276138,1053291
7,Chhattisgarh,10458702,3047371,13506073
8,Dadra and Nagar Haveli and Daman and Diu,608777,113668,722445
9,Delhi,8943199,3531692,12474891
10,Goa,1142024,371291,1513315
11,Gujarat,32619025,10592128,43211153
12,Haryana,11255071,3583438,14838509
13,Himachal Pradesh,5283827,1634501,6918328
14,Jammu and Kashmir,5846542,1694854,7541396
15,Jharkhand,9446948,2356283,11803231
16,Karnataka,28701547,8835665,37537212
17,Kerala,19323498,6948318,26271816
18,Ladakh,190799,79877,270676
19,Lakshadweep,52100,19815,71915
20,Madhya Pradesh,33592729,6601502,40194231
21,Maharashtra,39635783,14269913,53905696
22,Manipur,1184277,303691,1487968
23,Meghalaya,1003694,287084,1290778
24,Mizoram,666271,227831,894102
25,Nagaland,647598,183813,831411
26,Odisha,15841387,4901145,20742532
27,Puducherry,627049,168711,795760
28,Punjab,9493006,2908131,12401137
29,Rajasthan,30289979,9677263,39967242
30,Sikkim,504063,165098,669161
31,Tamil Nadu,23488856,5552882,29041738
32,Telangana,12670665,4327906,16998571
33,Tripura,2448217,853705,3301922
34,Uttarakhand,5958754,1868470,7827224
35,Uttar Pradesh,54026148,10201807,64227955
36,West Bengal,26583407,10126854,36710261
37,Miscellaneous,1901297,1553338,3454635
