ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,102026,15149,117175
2,Andhra Pradesh,5539622,2317398,7857020
3,Arunachal Pradesh,240174,77918,318092
4,Assam,2859742,760376,3620118
5,Bihar,7648604,1714512,9363116
6,Chandigarh,227700,74308,302008
7,Chhattisgarh,5725589,1087151,6812740
8,Dadra and Nagar Haveli and Daman and Diu,107689,25901,133590
9,Delhi,3847988,1123011,4970999
10,Goa,371936,94552,466488
11,Gujarat,11321155,3855643,15176798
12,Haryana,4266919,931272,5198191
13,Himachal Pradesh,1870868,432961,2303829
14,Jammu and Kashmir,2370353,534917,2905270
15,Jharkhand,3117897,672827,3790724
16,Karnataka,9227485,2571677,11799162
17,Kerala,6578076,2019206,8597282
18,Ladakh,91095,37257,128352
19,Lakshadweep,22186,6872,29058
20,Madhya Pradesh,7798297,1735218,9533515
21,Maharashtra,16123408,4341785,20465193
22,Manipur,333270,69979,403249
23,Meghalaya,349881,74124,424005
24,Mizoram,250241,50978,301219
25,Nagaland,194818,51838,246656
26,Odisha,5532422,1431856,6964278
27,Puducherry,189089,50775,239864
28,Punjab,3803444,715874,4519318
29,Rajasthan,12702212,3006023,15708235
30,Sikkim,171353,59615,230968
31,Tamil Nadu,5328541,1952159,7280700
32,Telangana,4452048,1070313,5522361
33,Tripura,1020480,506727,1527207
34,Uttarakhand,2062874,680791,2743665
35,Uttar Pradesh,12499628,3314026,15813654
36,West Bengal,9145516,3787295,12932811
37,Miscellaneous,1706694,1425899,3132593
