ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,291679,168154,459833
2,Andhra Pradesh,29271683,15701685,44973368
3,Arunachal Pradesh,763867,473082,1236949
4,Assam,19676004,6490287,26166291
5,Bihar,47101646,13989975,61091621
6,Chandigarh,914824,490198,1405022
7,Chhattisgarh,13681384,6018513,19699897
8,Dadra and Nagar Haveli and Daman and Diu,652728,321662,974390
9,Delhi,12588827,6600202,19189029
10,Goa,1242054,789010,2031064
11,Gujarat,43591077,21826031,65417108
12,Haryana,17182614,6947776,24130390
13,Himachal Pradesh,5681176,2941378,8622554
14,Jammu and Kashmir,9162264,4046393,13208657
15,Jharkhand,14309955,4636197,18946152
16,Karnataka,40328092,19144794,59472886
17,Kerala,24980194,11782327,36762521
18,Ladakh,207127,144309,351436
19,Lakshadweep,54994,43796,98790
20,Madhya Pradesh,49022411,16445650,65468061
21,Maharashtra,61448058,27107108,88555166
22,Manipur,1232338,553984,1786322
23,Meghalaya,1082446,529685,1612131
24,Mizoram,702292,473999,1176291
25,Nagaland,696064,416789,1112853
26,Odisha,23523302,9531355,33054657
27,Puducherry,715514,351522,1067036
28,Punjab,15207993,5551688,20759681
29,Rajasthan,41567021,17645602,59212623
30,Sikkim,520150,418932,939082
31,Tamil Nadu,38611741,13589356,52201097
32,Telangana,20241614,7831206,28072820
33,Tripura,2500998,1493501,3994499
34,Uttarakhand,7418049,3362309,10780358
35,Uttar Pradesh,91657826,24897205,116555031
36,West Bengal,46847503,18080427,64927930
37,Miscellaneous,1903061,1561392,3464453
