ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,232929,97305,330234
2,Andhra Pradesh,18556609,6502401,25059010
3,Arunachal Pradesh,701584,199969,901553
4,Assam,11556079,2468281,14024360
5,Bihar,25255011,4878031,30133042
6,Chandigarh,738600,247413,986013
7,Chhattisgarh,10157409,2801150,12958559
8,Dadra and Nagar Haveli and Daman and Diu,598472,90990,689462
9,Delhi,8253109,3266946,11520055
10,Goa,1114583,332742,1447325
11,Gujarat,30411557,9794402,40205959
12,Haryana,10542267,3215782,13758049
13,Himachal Pradesh,4956151,1514320,6470471
14,Jammu and Kashmir,5558861,1577148,7136009
15,Jharkhand,8825975,2144279,10970254
16,Karnataka,26771563,7875704,34647267
17,Kerala,17584121,6687817,24271938
18,Ladakh,189535,72832,262367
19,Lakshadweep,51679,17892,69571
20,Madhya Pradesh,31706217,6099643,37805860
21,Maharashtra,36542647,12875413,49418060
22,Manipur,1174116,266494,1440610
23,Meghalaya,969057,257426,1226483
24,Mizoram,660326,217853,878179
25,Nagaland,639478,168024,807502
26,Odisha,15032989,4479729,19512718
27,Puducherry,616671,157685,774356
28,Punjab,8702980,2566103,11269083
29,Rajasthan,28563999,8993813,37557812
30,Sikkim,500829,158042,658871
31,Tamil Nadu,21860307,4919900,26780207
32,Telangana,12076505,4154717,16231222
33,Tripura,2434672,826885,3261557
34,Uttarakhand,5502399,1724273,7226672
35,Uttar Pradesh,48253717,9185356,57439073
36,West Bengal,24878940,9396251,34275191
37,Miscellaneous,1900807,1551347,3452154
