ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,295452,227948,523400
2,Andhra Pradesh,33815880,22668360,56484240
3,Arunachal Pradesh,781499,578774,1360273
4,Assam,20580339,10097245,30677584
5,Bihar,51594615,21164001,72758616
6,Chandigarh,932703,588811,1521514
7,Chhattisgarh,15345970,8243222,23589192
8,Dadra and Nagar Haveli and Daman and Diu,667085,405715,1072800
9,Delhi,13403714,8068194,21471908
10,Goa,1273307,982402,2255709
11,Gujarat,45178994,30158733,75337727
12,Haryana,18095290,8997153,27092443
13,Himachal Pradesh,5756517,4273625,10030142
14,Jammu and Kashmir,9559682,6403553,15963235
15,Jharkhand,15743744,6582373,22326117
16,Karnataka,43304303,25275968,68580271
17,Kerala,25533635,15749925,41283560
18,Ladakh,210255,161191,371446
19,Lakshadweep,55312,47973,103285
20,Madhya Pradesh,50336955,25982820,76319775
21,Maharashtra,69815228,34301735,104116963
22,Manipur,1264528,811531,2076059
23,Meghalaya,1134339,742655,1876994
24,Mizoram,720319,536662,1256981
25,Nagaland,719921,523652,1243573
26,Odisha,26972390,13819455,40791845
27,Puducherry,742028,431283,1173311
28,Punjab,16249548,6852922,23102470
29,Rajasthan,42933726,21788065,64721791
30,Sikkim,522598,461936,984534
31,Tamil Nadu,42427598,20166307,62593905
32,Telangana,23881753,11377961,35259714
33,Tripura,2525699,1873372,4399071
34,Uttarakhand,7522816,4433317,11956133
35,Uttar Pradesh,103031957,39895529,142927486
36,West Bengal,60556825,24914194,85471019
37,Miscellaneous,2237557,1567042,3804599
