ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,104438,15152,119590
2,Andhra Pradesh,5657588,2365953,8023541
3,Arunachal Pradesh,248977,78030,327007
4,Assam,3033982,796080,3830062
5,Bihar,8125409,1740475,9865884
6,Chandigarh,245777,74645,320422
7,Chhattisgarh,5816399,1093424,6909823
8,Dadra and Nagar Haveli and Daman and Diu,130906,25908,156814
9,Delhi,3980899,1165939,5146838
10,Goa,396582,94709,491291
11,Gujarat,11760578,3941698,15702276
12,Haryana,4531426,954787,5486213
13,Himachal Pradesh,1924861,433145,2358006
14,Jammu and Kashmir,2470791,539351,3010142
15,Jharkhand,3291555,681065,3972620
16,Karnataka,9611607,2631866,12243473
17,Kerala,6681079,2020084,8701163
18,Ladakh,96799,37263,134062
19,Lakshadweep,24344,6933,31277
20,Madhya Pradesh,8406437,1762138,10168575
21,Maharashtra,16607417,4406325,21013742
22,Manipur,350818,70102,420920
23,Meghalaya,366491,74175,440666
24,Mizoram,253879,51045,304924
25,Nagaland,201514,51849,253363
26,Odisha,5782898,1445240,7228138
27,Puducherry,197946,50889,248835
28,Punjab,4076224,735870,4812094
29,Rajasthan,13143982,3039768,16183750
30,Sikkim,175952,59629,235581
31,Tamil Nadu,5507034,1966455,7473489
32,Telangana,4454220,1075607,5529827
33,Tripura,1052913,506924,1559837
34,Uttarakhand,2125998,681290,2807288
35,Uttar Pradesh,13180187,3363047,16543234
36,West Bengal,9506287,3826830,13333117
37,Miscellaneous,1711180,1439935,3151115
