ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,178777,72480,251257
2,Andhra Pradesh,14242468,3887767,18130235
3,Arunachal Pradesh,617911,129122,747033
4,Assam,7073864,1470340,8544204
5,Bihar,16851101,2936264,19787365
6,Chandigarh,525981,129198,655179
7,Chhattisgarh,8739390,1933214,10672604
8,Dadra and Nagar Haveli and Daman and Diu,499137,64514,563651
9,Delhi,7023654,2163251,9186905
10,Goa,960479,195403,1155882
11,Gujarat,22155924,6606578,28762502
12,Haryana,8367206,1891587,10258793
13,Himachal Pradesh,3495564,978157,4473721
14,Jammu and Kashmir,4453359,911461,5364820
15,Jharkhand,6620402,1398718,8019120
16,Karnataka,21610036,5004572,26614608
17,Kerala,11856127,4504145,16360272
18,Ladakh,184640,61903,246543
19,Lakshadweep,48780,12364,61144
20,Madhya Pradesh,21030105,3986864,25016969
21,Maharashtra,29723378,8544945,38268323
22,Manipur,876837,97643,974480
23,Meghalaya,758934,111547,870481
24,Mizoram,604815,116269,721084
25,Nagaland,534677,109121,643798
26,Odisha,11092426,2924665,14017091
27,Puducherry,510236,123679,633915
28,Punjab,7124365,1463825,8588190
29,Rajasthan,22373512,5127110,27500622
30,Sikkim,455497,130608,586105
31,Tamil Nadu,15444736,3287279,18732015
32,Telangana,10762048,2200543,12962591
33,Tripura,2126208,682453,2808661
34,Uttarakhand,3992337,1100284,5092621
35,Uttar Pradesh,33212075,6308010,39520085
36,West Bengal,18247588,7026027,25273615
37,Miscellaneous,1741615,1535668,3277283
