ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,292528,177543,470071
2,Andhra Pradesh,30308618,17141018,47449636
3,Arunachal Pradesh,765976,491092,1257068
4,Assam,19751592,6662953,26414545
5,Bihar,47660306,15029670,62689976
6,Chandigarh,919359,509466,1428825
7,Chhattisgarh,13881078,6351057,20232135
8,Dadra and Nagar Haveli and Daman and Diu,655480,339898,995378
9,Delhi,12773217,6922765,19695982
10,Goa,1248773,829575,2078348
11,Gujarat,44062618,23154469,67217087
12,Haryana,17441399,7373174,24814573
13,Himachal Pradesh,5691394,3079999,8771393
14,Jammu and Kashmir,9423086,4404034,13827120
15,Jharkhand,14446922,4806845,19253767
16,Karnataka,40898378,20293467,61191845
17,Kerala,25106712,12314762,37421474
18,Ladakh,207866,147645,355511
19,Lakshadweep,55040,44826,99866
20,Madhya Pradesh,49164532,17500917,66665449
21,Maharashtra,63620214,28445763,92065977
22,Manipur,1237548,604460,1842008
23,Meghalaya,1089363,564776,1654139
24,Mizoram,705644,491435,1197079
25,Nagaland,701187,444873,1146060
26,Odisha,24342939,10051399,34394338
27,Puducherry,721184,369310,1090494
28,Punjab,15512586,5800571,21313157
29,Rajasthan,42025148,18629922,60655070
30,Sikkim,520368,423167,943535
31,Tamil Nadu,39066258,14247675,53313933
32,Telangana,20683262,8105403,28788665
33,Tripura,2501958,1506056,4008014
34,Uttarakhand,7435808,3492433,10928241
35,Uttar Pradesh,93227467,26833274,120060741
36,West Bengal,49067988,18503969,67571957
37,Miscellaneous,1903144,1562810,3465954
