ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,181725,79542,261267
2,Andhra Pradesh,14559253,4238908,18798161
3,Arunachal Pradesh,635285,141833,777118
4,Assam,7382885,1557222,8940107
5,Bihar,18116037,3227229,21343266
6,Chandigarh,549385,143843,693228
7,Chhattisgarh,9006605,2093764,11100369
8,Dadra and Nagar Haveli and Daman and Diu,514774,67549,582323
9,Delhi,7158176,2225291,9383467
10,Goa,985642,216947,1202589
11,Gujarat,22850251,6902088,29752339
12,Haryana,8633560,2062920,10696480
13,Himachal Pradesh,3542306,1065433,4607739
14,Jammu and Kashmir,4586665,1036891,5623556
15,Jharkhand,6849074,1500637,8349711
16,Karnataka,22188552,5408325,27596877
17,Kerala,12157109,4901973,17059082
18,Ladakh,185146,62381,247527
19,Lakshadweep,49064,13282,62346
20,Madhya Pradesh,21552669,4127473,25680142
21,Maharashtra,30636740,9275340,39912080
22,Manipur,947072,110389,1057461
23,Meghalaya,788294,126750,915044
24,Mizoram,614394,137962,752356
25,Nagaland,560660,118686,679346
26,Odisha,11330737,3242484,14573221
27,Puducherry,523893,130293,654186
28,Punjab,7259314,1558644,8817958
29,Rajasthan,23295731,5709586,29005317
30,Sikkim,465924,136777,602701
31,Tamil Nadu,16214280,3536983,19751263
32,Telangana,10941218,2512879,13454097
33,Tripura,2153732,702134,2855866
34,Uttarakhand,4088707,1210234,5298941
35,Uttar Pradesh,34394183,6657551,41051734
36,West Bengal,18751077,7674598,26425675
37,Miscellaneous,1742664,1538797,3281461
