ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,291867,169979,461846
2,Andhra Pradesh,29510237,15960401,45470638
3,Arunachal Pradesh,764376,476777,1241153
4,Assam,19690489,6501432,26191921
5,Bihar,47169131,14080088,61249219
6,Chandigarh,915613,493089,1408702
7,Chhattisgarh,13715345,6076172,19791517
8,Dadra and Nagar Haveli and Daman and Diu,653258,325814,979072
9,Delhi,12630066,6660883,19290949
10,Goa,1243250,795985,2039235
11,Gujarat,43693552,22053339,65746891
12,Haryana,17241343,7026624,24267967
13,Himachal Pradesh,5683050,2963727,8646777
14,Jammu and Kashmir,9244397,4098317,13342714
15,Jharkhand,14338106,4666181,19004287
16,Karnataka,40473701,19439891,59913592
17,Kerala,25011531,11884967,36896498
18,Ladakh,207249,145145,352394
19,Lakshadweep,55001,43931,98932
20,Madhya Pradesh,49054562,16586362,65640924
21,Maharashtra,61951614,27382102,89333716
22,Manipur,1233125,561926,1795051
23,Meghalaya,1083870,536859,1620729
24,Mizoram,702750,479155,1181905
25,Nagaland,697539,423478,1121017
26,Odisha,23695282,9637839,33333121
27,Puducherry,716556,354577,1071133
28,Punjab,15266190,5593566,20859756
29,Rajasthan,41648635,17822118,59470753
30,Sikkim,520231,420705,940936
31,Tamil Nadu,38696086,13683784,52379870
32,Telangana,20394885,7913123,28308008
33,Tripura,2501022,1493860,3994882
34,Uttarakhand,7421385,3382023,10803408
35,Uttar Pradesh,91975762,25185050,117160812
36,West Bengal,47383267,18121167,65504434
37,Miscellaneous,1903061,1561392,3464453
