ID,state,dose_1,dose_2,total_doses
1,Andaman and Nicobar Islands,107301,15162,122463
2,Andhra Pradesh,7075808,2412785,9488593
3,Arunachal Pradesh,253267,78208,331475
4,Assam,3203869,823443,4027312
5,Bihar,8386351,1764654,10151005
6,Chandigarh,259618,74826,334444
7,Chhattisgarh,5869748,1099997,6969745
8,Dadra and Nagar Haveli and Daman and Diu,154694,25951,180645
9,Delhi,4099366,1188733,5288099
10,Goa,420094,94885,514979
11,Gujarat,12446432,4056693,16503125
12,Haryana,4769161,980559,5749720
13,Himachal Pradesh,1985472,433542,2419014
14,Jammu and Kashmir,2662281,541852,3204133
15,Jharkhand,3391076,693382,4084458
16,Karnataka,10390751,2698966,13089717
17,Kerala,7021207,2024952,9046159
18,Ladakh,112811,37278,150089
19,Lakshadweep,24725,6941,31666
20,Madhya Pradesh,8852109,1777662,10629771
21,Maharashtra,17426603,4487246,21913849
22,Manipur,373859,70273,444132
23,Meghalaya,385582,74281,459863
24,Mizoram,260316,51085,311401
25,Nagaland,210301,51920,262221
26,Odisha,6138143,1464054,7602197
27,Puducherry,209110,51051,260161
28,Punjab,4180268,756550,4936818
29,Rajasthan,13474390,3078637,16553027
30,Sikkim,179121,59648,238769
31,Tamil Nadu,6523932,1995551,8519483
32,Telangana,4573867,1229488,5803355
33,Tripura,1067107,507489,1574596
34,Uttarakhand,2192106,682624,2874730
35,Uttar Pradesh,14243499,3424389,17667888
36,West Bengal,10137192,3852295,13989487
37,Miscellaneous,1717716,1456140,3173856
